Manuscript,Canonical Story ID,ID Number,ID Letter,Recension ID,Incipit,Canonical Incipit
EMML (HMML) 682,628,628,,,ወተንሥአት፡ እግዝእትነ፡ ማርያም፡ ወኃለፈት፡ እምህየ። ወመጽአት፡ ጊዜ፡ ነግህ፡ ወተለውዋ፡ ዕድ፡ ወአንስት፡ እንዘ፡ ይበክዋ፡ ወየሐዝኑ,TRUE
EMML (HMML) 682,629,629,,,ንንግርክሙ፡ አሕዛብ፡ መፍቀርያነ፡ እግዚአብሔር፡ እለ፡ ተጸዋዕክሙ፡ በመሐሪ። ወበውእቱ፡ መዋዕል፡ ሀሎ፡ አሐዱ፡ ብእሲ፡ እምዘመደ፡ ይሁዳ፡ ዘስሙ፡ ኢያቄም፡ ቀለዮጳ፡ ዘእምዘርአ፡ ዳዊት,TRUE
EMML (HMML) 682,630,630,,,ወሀሎ፡ አሐዱ፡ ብእሲ፡ በኢየሩሳሌም፡ ዘስሙ፡ ዘካርያስ፡ ወይትለአክ፡ ቅድመ፡ እግዚአብሔር፡ ወውእቱ፡ ፵፡ ትውልድ፡ እምያዕቆብ፡ ወብእሲቱ፡ እምአዋልደ፡ አሮን፡ ወስማ፡ ኤልሳቤጥ,TRUE
EMML (HMML) 682,631,631,,,ወሀሎ፡ አሐዱ፡ ብእሲ፡ ዘስሙ፡ ኅርያቆስ፡ ኤጲስ፡ ቆጶስ፡ ዘሀገረ፡ ብኅንሣ። እንዘ፡ ይነብር፡ ውስተ፡ ቤተ፡ ክርስቲያና፡ ለእግዝእትነ፡…. በዕለተ፡ ዕርገታ፡ ቅዱስ፡ አመ፡ ፲፡ ወ፮፡ ለነሐሴ፡ ወዜነወ፡ ንስቲተ፡ እምስብሐታቲሃ፡ በሰላመ፡ እግዚአብሔር፡ ወይቤ፡ ቃል፡ ሥጋ፡ ኮነ፡ ወኃደረ፡ ላዕሌነ። ኦፍቁራንየ፡ አምላክ፡ ቃል፡ ተስብአ፡ እምከርሠ፡ ማርያም፡ ድንግል,TRUE
EMML (HMML) 682,632,632,,,ወዘንተ፡ ሰሚዓ፡ እግዝእትነ፡ ማርያም፡ እምአፉሁ፡ ለፍቁር፡ ወልዳ፡ ትቤሎ፡ ስብሐት፡ ለከ፡ ሰጊድ፡ ለአቡከ፡ ወአኰቴት፡ ለመንፈስ፡ ቅዱስ፡ ለዘወሀብከኒ፡ ዘንተ፡ አሥራተ፡ ወኪዳነ፡ ለዓለመ፡ ዓለም,TRUE
G-Vatican (BAV) 117,633,633,,,ወእምዝ፡ ተጋብኡ፡ ሐዋርያት፡ ኀበ፡ ሀሎ፡ አቡየ፡ ዮሐንስ፡ ላዕለ፡ ደብር፡ ወአመሮሙ፡ ኵሎ፡ ዘኮነ፡ በእንተ፡ ሥጋ፡ እግዝእትነ፡ ወኃዘኑ፡ በእንተ፡ ዘኢዓርጉ፡ ምስሌሁ፡ ውስተ፡ ገነት፡ ይርአዩ፡ ዘርእየ፡ ዮሐንስ,TRUE
VL-Vatican (BAV) 298,634,634,,,ወኮነ፡ እምድኅረ፡ ዕርገቱ፡ ለእግዚእነ፡ ኢየሱስ፡ ክርስቶስ፡ ሎቱ፡ ስብሐት፡ በክልኤቱ፡ ዓመት፡ ወዘይበዝኅ፡ እምኔሁ፡ ወድኅረ፡ ብስራተ፡ ወንጌል፡ ቅዱስ፡ ተንሥኡ፡ ዓላውያን፡ ነገሥት፡ ወዓለዉ፡ ሃይማኖተ፡ ወነፈቅዋ፡ ለቤተ፡ ክርስቲያን፡ ወሰደዱ፡ መሃይምናነ፡ እለ፡ ኢአመኑ፡ በዕልወቶሙ,TRUE
VL-Vatican (BAV) 298,635,635,,,ዘገብረት፡ በሀገረ፡ ፊንቄ፡ እንተ፡ ይብልዋ፡ ኅምስ፡ እምአድያመ፡ ሻም። ወሀለወት፡ አሐቲ፡ ቤተ፡ ክርስቲያን፡ ውስተ፡ ይእቲ፡ ሀገር፡ በስመ፡ እግዝእትነ፡…. ወነበረት፡ እምዘመነ፡ አበዊነ፡ ሐዋርያት፡ ወበልየት፡ እምጽንዓ፡ አዝማናት። ወበአሐዱ፡ እምለያልይ፡ ኮነ፡ ዐቢይ፡ ድልቅልቅ፡ እስከ፡ ወድቀት፡ ይእቲ፡ ቤተ፡ ክርስቲያን,TRUE
VL-Vatican (BAV) 298,636,636,,,ወሀሎ፡ አሐዱ፡ ብእሲ፡ ዘስሙ፡ በርሱማ፡ መምህረ፡ ሕፃናት። ወአዘዞ፡ ለአሐዱ፡ እምሕፃናት፡ ዘስሙ፡ ኢዮብ፡ ይቅዳሕ፡ ማየ፡ ምስለ፡ አኃዊሁ፡ ሕፃናት። ሶበ፡ በጽሐ፡ ውስተ፡ ዓዘቅት፡ ገፍዖ፡ ሰይጣን፡ ለሕፃን፡ ኢዮብ፡ ውስተ፡ ዓዘቅት,TRUE
VL-Vatican (BAV) 298,637,637,,,ስምዑኬ፡ አበውየ፡ ወአኃውየ፡ ሕዝበ፡ ክርስቲያን፡ ዕበያ፡ ለእግዝእትነ፡…. ኀድጉሰ፡ ለሥጋውያን፡ ለመላእክትኒ፡ እሳታውያን፡ ትስእል፡ ሎሙ፡ ምሕረተ፡ ኀበ፡ ፍቁር፡ ወልዳ፡ ሶበ፡ ይትዓደዉ፡ እምትእዛዙ,TRUE
VL-Vatican (BAV) 298,638,638,,,ወሀለወት፡ አሐቲ፡ ብእሲት፡ በሀገረ፡ ቍስጥንጥንያ፡ ዘስማ፡ ሐና። ወሐመት፡ ዐቢየ፡ ሕማመ፡ ወእምብዝኃ፡ ደዌሃ፡ ሞተት። ወበከዩ፡ እማ፡ ወአኃዊሃ፡ ላዕሌሃ፡ ወፈነዉ፡ ይዜንውዎ፡ ለምታ፡ ከመ፡ ይብጻሕ፡ ለገኒዞታ፡ እስመ፡ ውእቱ፡ ሖረ፡ ኀበ፡ ለካልእ፡ መካን፡ ለመፍቅደ፡ ዚአሁ,TRUE
VL-Vatican (BAV) 298,639,639,,,ወሀሎ፡ አሐዱ፡ ብእሲ፡ በሀገረ፡ እዝክንድርያ፡ ወኮነ፡ ይገብር፡ ተዝካራ፡ ለእግዝእትነ፡ ማርያም፡ በዘፀንሰቶ፡ ወወለደቶ፡ ለመድኃኔ፡ ዓለም፡ አመ፡ ፳፡ ወ፱፡ ለለወርኁ፡ ወያስተዋፅእ፡ ፴፡ ወ፭፡ ዲናረ፡ ላዕለ፡ ነዳያን፡ ወምስኪናን,TRUE
EMML (HMML) 2044,640,640,,,ይቤ፡ አሐዱ፡ ብእሲ፡ ተስእልክዎ፡ ለአሐዱ፡ ግብጻዊ፡ አረጋዊ፡ ፈራሃ፡ እግዚአብሔር፡ ዜናሃ፡ ለሥዕል፡ ዘሀገረ፡ ፄዴንያ፡ ወዘከመ፡ ያስተርኢ፡ ተአምራት፡ ወመንክራት፡ እምኔሃ፡ እግዚአብሔር፡ ይጸግወነ፡ በረካታ፡ አሜን። ወአውሥአኒ፡ ወይቤለኒ፡ ስማዕ፡ እንግርከ፡ ኦወልድየ,TRUE
EMML (HMML) 1581,641,641,,,ድርሳን፡ ዘደረሰ፡ ዘርአ፡ ያዕቆብ፡ ርቱዓ፡ ሃይማኖት፡ እግዚአብሔር፡ ይምሐሮ፡ በጸሎታ፡…. ይቤ፡ ከመዝ፡ ስምዑኬ፡ ኦምእምናን፡ ኦክርስቶሳውያን፡ ደቂቀ፡ ወንጌል፡ አልብነ፡ ተስፋ፡ ወኢድሂን፡ ዘእንበለ፡ ማርያም፡ እግዝእትነ,TRUE
EMML (HMML) 22,642,642,,,ወእምድኅረዝ፡ አስተርአዮ፡ መልአከ፡ እግዚአብሔር፡ ለዮሴፍ፡ በግብጽ፡ ወይቤሎ፡ ተንሥእ፡ ወንሣእ፡ ሕፃነ፡ ወእሞ፡ ወተመየጥ፡ ምድረ፡ ፍልስጥኤም,TRUE
BOr (BL) 652,1002,1002,,,ስምዑ፡ አበውየ፡ ወአኀውየ፡ ዘገብረት፡ እግዝእትነ፡ እምድኅረ፡ ዕረፍታ ፨ ወከመዝ፡ ገብረት፡ ተአምራተ፡ ወመንክራተ፡ ዘአልቦ፡ ኆልቈ፡ እስመ፡ ተወልደ፡ እምኔሃ፡ ዘወረደ፡ እምሰማይ፡ ወተሰገወ፡ ወረሰያ፡ ቤተ፡ መቅደስ፡ ለክብረ፡ ዚአሁ ፨ ወከመዝ፡ ይሁብ፡ ስብሐተ፡ ሰብአ፡ ቤተ፡ መቅደሳ፡ ለቅድስት፡ ድንግል፡ ማርያም፡ ወዓዲ፡ አንስትኒ፡ ይመፅኣ፡ ኀቤሃ፡ እምኵሉ፡ በሐውርት፡ እምሮሜ፡ ወእምእልስክንድርያ፡ ወአዋልደ፡ ነገሥት፡,TRUE
BOr (BL) 652,1003,1003,,,ወሀሎ፡ ፩ ወሬዛ፡ ዘይነብር፡ ውስተ፡ አሐቲ፡ ሀገር፡ ወኮነ፡ ይፈርሆ፡ ለእግዚአብሔር፡ ልዑል፡ ወያፈቅራ፡ ለእግእዝትነ፡ ማርያም፡ በኵሉ፡ ልቡ፡ ወይትአመን፡ ረድኤተ፡ ዚአሃ፡ ፈድፋደ፡ ወይረክብ፡ በጸሎታ፡ ኵሎ፡ ዘኀሠሠ፡ ወኵሎ፡ ዘተመነየ ፨ ወበአሐቲ፡ ዕለት፡ ለአኮ፡ አቡሁ፡ ኀበ፡ አሐቲ፡ ሀገር፡ ምስለ፡ ፩ ወሬዛ፡ ዘከማሁ ፨-፨ ወውእቱሰ፡ ዘመን፡ መዋዕለ፡ ክረምት፡ ወይዘንም፡ ብዙኀ፡ ዝናም፡ ወአፍለግኒ፡ ምሉአን፡ ኵሎሙ፡ ወይትኄየሉ፡ ጥቀ ፨-፨,TRUE
BOr (BL) 652,1004,1004,,,ወእምድኅረ፡ ዝንቱ፡ በሳኒታ፡ በጽሑ፡ ኀበ፡ ሀገር፡ እንተ፡ ስማ፡ ጣዋ ፨ ወትቤሎ፡ እግዝእትነ፡ ማርያም፡ ለመልአክ፡ ገብርኤል፡ አቁምኬ፡ ለሐመር፡ ዝየ፡ እስመ፡ አነ፡ እፈቅድ፡ እዕርግ፡ ውስተ፡ ዝንቱ፡ መካን ፨ ወሶበ፡ አቆምዋ፡ ለሐመር፡ ተንሥኡ፡ ሶቤሃ፡ ወወጽኡ፡ ውስተ፡ ሀገር፡ ወነሥኡ፡ ቴክላሃ፡ ምስሌሆሙ፡ ወበጽሑ፡ ውስተ፡ ይእቲ፡ መኰንነ፡ ሀገር ፨,TRUE
EMML (HMML) 6835,1005,1005,,,ስምዑ፡ ዘንተ፡ አበዊነ፡ ወአኃዊነ፡ ንነግረክሙ፡ ዜና፡ ተአምሪሃ፡ ለእግዝእትነ፡ ማርያም፡ ዘገብረት፡ በደብረ፡ ዘመዶ፡ በውስተ፡ ሐይመተ፡ እብን። ወነበረት፡ ውስቴታ፡ አሐቲ፡ ብእሲት፡ ዘምስ[ለ]፡ ብዙኅ፡ ንዋያ፡ ወብዙኃን፡ ውሉዳ፡ ዘሞተ፡ ምታ። ወስማ፡ ለይእቲ፡ ብእሲት፡ ዘመደ፡ ማርያም። ወሀገራሰ፡ ዘእግዝእትነ፡ ዘወሀባ፡ ወልዳ፡ እግዚእነ፡ ብሂሎ፡ ትኩንኪ፡ ዐሥራተኪ።,TRUE
EMML (HMML) 6835,1006,1006,,,ወእምድኅረ፡ ኀለፈ፡ አቡነ፡ በርተሎሜዎስ፡ ተሰይሙ፡ ፭ቱ፡ ኖሎት፡ በዛቲ፡ መካን፡ እምድ[ኅረ]ዝ፡ ጸውዐቶ፡ ወሰሐበቶ፡ በሐብለ፡ ፍቅራ፡ እግዝእትነ፡ ማርያም፡ ለአቡነ፡ ዮሐንስ፡ ዐምዳ፡ ወድዳ፡ ለቤተ፡ ክርስቲያን፡ እምነ፡ ሀገሩ፡ ዘይሰመይ፡ ጃን፡ አሞራ፡ ወመላኪሃ፡ ውእቱ፡ በእንተ፡ ፍቅራ፡ ለእግዝእትነ፡ ማርያም፡ ወበእንተ፡ ፍቅረ፡ ወልዳ፡ ኀዲጎ፡ ኵሎ፡ ፍቅሮ፡ ለዝንቱ፡ ዓለም፡ ወቈሳቍሲሁ፡ ተንሥአ፡ ፍጡነ፡ ከመ፡ ይሑር፡ ኀበ፡ ተጸውዐ፡ ከመ፡ ይርአይ፡ ማኅ ለቅቶ፡ ለነገር፡ ወፍጻሜሁ።,TRUE
EMML (HMML) 6835,1007,1007,,,ስምዑ፡ እነግርክሙ፡ ዘገብረት፡ ሎቱ፡ እግዝእትነ፡ ማርያም፡ ለአቡነ፡ ዮሐንስ፡ እምድኅረ፡ ጸውዐቶ፡ እምነ፡ ሀገሩ፡ ወተራከበቶ፡ በፍኖት፡ ተመሲላ፡ ነዳይተ፡ ወአስተራከበቶ፡ ካዕበ፡ ምስለ፡ አቡነ፡ ተጠምቀ፡ መድኅን፡ ዘፈከረ፡ ሎቱ፡ ኵሎ። ወእምድኅረ፡ ሤመቶ፡ ኖላዌ፡ አባግዒሃ፡ ወሶበ፡ ኮኖ፡ ፪ዓመተ፡ እምድኅረ፡ ተሠይመ፡ ወአመ፡ በጽሐ፡ ጊዜሁ፡ ዘትቤሎ፡ በአፈ፡ ተጠምቀ፡ መድኅን፡ ድኅረ፡ ተሐውር፡ ኢየሩሳሌም፡ ሆከቶ፡ ጸጋ፡ ወአስተናሥአቶ፡ ወኀሠሠ፡ ዘይስእል፡ ኀበ፡ እግዚአብሔር፡ ከመ፡ ያርትዕ፡ [ሎቱ፡] ፍኖቶ፡ ወኀበ፡ እግዝእትነ፡ ማርያም፡ ከመ፡ ትዕቀቦ፡ እምኵሉ፡ እኩይ።,TRUE
EMML (HMML) 6835,1008,1008,,,ነገር፡ ዘገብረት፡ ሎቱ፡ እግዝእትነ፡ ማርያም፡ ወተናገረቶ፡ ለአቡነ፡ ዮሐንስ፡ እምድኅረ፡ ፈጸመ፡ ሐኒፀ፡ ቤታ፡ ወአንበረ፡ ሥዕላ፡ ውስቴቱ፡ ላዕለ፡ መንበር። ወአሐተ፡ ዕለተ፡ ተደግፈት፡ ውስተ፡ ምድር፡ እንዘ፡ ኢየአምሩ፡ ሰብአ፡ ቤታ። ,TRUE
EMML (HMML) 6835,1009,1009,,,ተአምር፡ እምእለ፡ ኀለፉ፡ ፭ዘተራድአቶ፡ እግዝእትነ፡ ማርያም፡ [ዘገብረት፡ ሎቱ፡] ለአቡነ፡ ዮሐንስ፡ በአርእዮ፡ ኀይላ፡ ወበከሢተ፡ ተአምር። ሶበ፡ ተበአስዎ፡ ሰብአ፡ ሀገሩ፡ እለ፡ ይነብሩ፡ በጎረ፡ ምኔቱ፡ ወአመ፡ ነሥእዎ፡ ላሕሞ፡ በኀይል፡ ወበትዕቢት፡ በምክንያተ፡ ሣዕር፡ እንዘ፡ ይብሉ፡ ቦአት፡ ትብላዕ። ወወሰድዋ፡ ውስተ፡ ቤቶሙ፡ በዝንቱ፡ ምክንያት፡ ፈቂዶሙ፡ ከመ፡ ይስተዩ፡ ሐሊባ።,TRUE
EMML (HMML) 6835,1010,1010,,,ተአምር፡ ዘገብረት፡ ሎቱ፡ ለአቡነ፡ ዮሐንስ፡ ሶበ፡ ተዐበዩ፡ ሰብአ፡ ደብር፡ ወአስተሐቀሩ፡ ቃሎ፡ ተሀውከ፡ ወሐዘነ፡ በልቡናሁ፡ ጥቀ፡ በእንተ፡ ሥርዓት፡ በዘኮነ፡ ከዊኖ፡ ሶበ፡ ይምዕዶሙ፡ ወይኤዝዞሙ፡ ይትዐደዉ፡ ቃሎ። አሜሃ፡ የሐዝን፡ ወይቴክዝ።,TRUE
EMML (HMML) 6835,1011,1011,,,ወሶበ፡ ኮነ፡ ፳ወ፩፡ዓመተ፡ እምድኅረ፡ አዕረፈ፡ አቡነ፡ ዮሐንስ፡ በጽሐ፡ ትንቢቱ፡ ወመጽኡ፡ አረማውያን፡ ወጐዩ፡ ሕዝበ፡ ክርስቲያን። ወበጺሖሙ፡ አረማውያን፡ ኀበ፡ ደብረ፡ ዘመዶ፡ ወበዊኦሙ፡ ውስተ፡ ቅጽራ፡ ነጸርዎ፡ ለማይ፡ ለዘይወርድ፡ እመልዕልተ፡ ጸድፍ፡ መንገለ፡ ጸፍጸፈ፡ ቤተ፡ ክርስቲያን። ወእምታሕቴሁ፡ ቀርቡ፡ አረማውያን፡ ኀበ፡ ማይ፡ ፈቂዶሙ፡ ለሰትይ። ወጐየ፡ ማይ፡ በማእከለ፡ ጸድፍ፡ መንገለ፡ ቤተ፡ ልሔም። ወተቃደምዎ፡ ውስተ፡ ቤተ፡ ልሔም።,TRUE
EMML (HMML) 6835,1012,1012,,,ወሶበ፡ ኮነ፡ መዋዕለ፡ ስደት፡ ወሖሩ፡ ሰብአ፡ ደብር፡ እንዘ፡ ይጸውሩ፡ እመጻ ሕፍቲሃ፡ ሕዳጠ፡ ዘተክህሎሙ፡ ለጸዊር፡ ወሖሩ፡ ውስተ፡ ካልእ፡ ሀገር፡ ወኢተአ ምረ፡ ክዋኔሆሙ። ወለሥዕላሰ፡ ኀደግዋ፡ በሀገረ፡ ሩሐ፡ ባሕቲታ። ወኢተርፈ፡ ሰብእ፡ ዘየዐቅባ። ወለመጻሕፍትሰ፡ ብዙኃን፡ ወክቡዳን፡ ኀደግዎሙ፡ በአፈ፡ ጾላዕት፡ አፍአ፡ እምቤተ፡ መቅደስ፡ እንዘ፡ ይበውኡ፡ ውስተ፡ ቤተ፡ መቅደስ፡ ዘይተርፍ፡ በፀጋም።,TRUE
EMML (HMML) 6835,1013,1013,,,ስምዑ፡ ንነግረክሙ፡ ተአምር፡ ዘገብረት፡ እግዝእትነ፡ ማርያም፡ ሶበ፡ ፈቀደት፡ ከመ፡ ትሚጣ፡ ውስተ፡ ደብረ፡ ዘመዶ፡ ለሥዕላ፡ እስመ፡ ኀደግዋ፡ ውስተ፡ ሀገረ፡ ሩሐ። ዜነወቶ፡ ለ፩መነኮስ፡ መፍቀሬ፡ እግዚአብሔር፡ ወመፍቀሬ፡ ዚአሃ፡ እንዘ፡ ሀሎ፡ ውስተ፡ ደብረ፡ አዘዞ፡ መጺኦ፡ እምደብረ፡ ሊባኖስ። ስሙ፡ ለውእቱ፡ መነኮስ፡ ሀብተ፡ ሥላሴ። ወትቤሎ፡ ሰደኒ፡ ውስተ፡ ቤትየ፡ እስመ፡ ሀለውኩ፡ ውስተ፡ ደብረ፡ ላሊበላ፡ እምአመ፡ ወፃእኩ፡ እምሀገርየ።,TRUE
EMML (HMML) 6835,1014,1014,,,ተአምር፡ ዘገብረት፡ እግዝእትነ፡ ማርያም፡ በደብረ፡ ዘመዶ፡ እምድኅረ፡ ተመይጠት፡ ሥዕለ፡ አድኅኖ፡ እምኀበ፡ ተሰደት። ወሶበ፡ ሰምዑ፡ ዜናሃ፡ ሰብአ፡ ትእይንት፡ ወሰብአ፡ ቤተ፡ መንግሥት፡ ከመ፡ ሀለወት፡ ሥዕለ፡ አድኅኖ፡ በደብረ፡ ዘመዶ፡ ዘትገብር፡ መንክረ፡ ወመድምም፡ ለሰሚዖቱ፡ ወሥነ፡ ላሕያኒ፡ መደንግፅ፡ ወመፍርህ፡ ለርእዮቱ። ,TRUE
EMML (HMML) 6835,1015,1015,,,ተአምር፡ ዘገብረት፡ ሎቱ፡ እግዝእትነ፡ ማርያም፡ ለአቡነ፡ በርተሎሜዎስ። እምድኅረ፡ አብኣ፡ ለታቦት፡ ውስተ፡ ውሳጤ፡ ጾላዕት፡ ወረሰየ፡ ምቅዋሞ፡ በአፍአ፡ ጾላ ዕት፡ መልዕልተ፡ ኰኵሕ፡ ዘይብስት፡ ጥቀ። ወአሐተ፡ ዕለተ፡ እንዘ፡ ሀሎ፡ ቀዊሞ፡ አንቅዐት፡ ሎቱ፡ ታሕተ፡ እገሪሁ፡ ማየ፡ ጸዐዳ፡ ወጣዕሙ፡ ከመ፡ ሐሊብ።,TRUE
EMML (HMML) 6835,1016,1016,,,ተአምር፡ ዘገብረት፡ እግዝእትነ፡ ማርያም፡ በመዋዕሊሁ፡ ለአቡነ፡ ዮሐንስ፡ አመ፡ በዐሉ፡ ለአቡነ፡ በርተሎሜዎስ፡ መምህረ፡ ዘመዶ። ሶበ፡ ተጋብኡ፡ ሰብእ፡ በዕለተ፡ ተዝካሩ፡ ለገቢረ፡ በዐል፡ እስመ፡ ተሠርዐ፡ ቅድመ፡ ከመ፡ ይትጋብኡ፡ ሰብእ፡ ለገቢረ፡ በዐል፡ እለ፡ ሀለዉ፡ ታሕተ፡ ምኵናኑ፡ ለአቡነ፡ በርተሎሜዎስ፡ ወእለ፡ ተሰምዩ፡ በሢመተ፡ ዚአሁ፡ ወእም፬ ማዕዘኒሃ፡ ለምድር፡ ይትጋብኡ፡ ሰብእ፡ ከመ፡ ይሳተፉ፡ እምበረከታ፡ ለእግዝእትነ፡ ማርያም፡ ወላዲተ፡ አምላክ፡ እስመ፡ ይነጽሩ፡ ሥዕላ፡ በዕለተ፡ ዕረፍቱ፡ ለአቡነ፡ …,TRUE
EMML (HMML) 6835,1017,1017,,,ተአምር፡ ዘአስተርአየት፡ እግዝእትነ፡ ማርያም፡ በውእቱ፡ ማይ፡ ዘአንቅዐቶ፡ እምታሕተ፡ አገሪሁ፡ ለአቡነ፡ በርተሎሜዎስ። አመ፡ አንቅዐቶ፡ ቀዳሚ፡ ኮነ፡ ሕብሩ፡ ጸዐዳ፡ ወጣዕሙኒ፡ ኮነ፡ ከመ፡ ሐሊብ፡ ወሶበ፡ ሰአላ፡ አቡነ፡ በርተሎሜዎስ፡ ወለጠት፡ አርአያሁ፡ ወረሰየቶ፡ ከመ፡ ማይ። ወእምድኅረ፡ አዕረፈ፡ አቡነ፡ በርተሎሜዎስ፡ እምእለ፡ ተጋብኡ፡ ሰብእ፡ በምክንያተ፡ ጽሙና፡ ወእለ፡ ተወከ ሉ፡ በእግዝእትነ፡ ማርያም፡ ወላዲተ፡ አምላክ፡ ወእለ፡ ተወልዱ፡ እምአቡነ፡ በርተሎሜዎስ፡ በቆብዕ፡ ነበሩ፡ ፫እደው፡ መነኮሳት፡ በተአኅዎ፡ ወበሐብለ፡ ፍቅር።,TRUE
EMML (HMML) 6835,1018,1018,,,ተአምር፡ ዘገብረት፡ … በደብረ፡ ዘመዶ። ወሀሎ፡ ደብር፡ መልዕልተ፡ ቤታ፡ ለእግዝእትነ፡ ማርያም። ወተንሥኡ፡ ፫አእባን፡ ዐቢያን፡ ወተገንጰሉ፡ ወወረዱ፡ መንገለ፡ ቤታ፡ እንዘ፡ ይታለዉ። ወቀዳማዊ፡ ወረደ፡ በፀጋመ፡ ቤተ፡ ልሔም፡ እንዘ፡ ኢያማስን፡ ምንተኒ። ,TRUE
EMML (HMML) 6835,1019,1019,,,ስምዑ፡ ንነግረክሙ፡ አኀዊነ፡ ተአምረ፡ ዘገብረት፡ ሎቱ፡ እግዝእትነ፡ ማርያም፡ ለአቡነ፡ ጻማ፡ ኢየሱስ፡ መምህረ፡ ዘመዶ፡ በይነ፡ ቅድስናሁ፡ ወበይነ፡ አፍቅሮተ፡ ዚአሃ፡ ወበእንተ፡ ተቀንዮቱ፡ ለእግዚአብሔር፡ በጾም፡ ወበጸሎት፡ ወበሰጊድ፡ ወበሀፍ፡ ወመፍቀሬ፡ ሰብእ፡ እስመ፡ ትሑት፡ ውእቱ። በእንተዝ፡ ገብረት፡ ሎቱ፡ ተአምረ። ወለይእቲ፡ ቤተ፡ ክርስቲያን፡ ነበረ፡ ሙባኣ፡ ጸድፈ። ወይበውኡ፡ ሰብእ፡ ውስተ፡ ቤተ፡ መቅ[ደ]ስ፡ በብዙኅ፡ ጻዕቅ፡ ወጻ ማ፡ ይበውኡ፡ ወይወፅኡ፡ እንዘ፡ ይወድቁ፡ ወይትነሥኡ። መንፈቆሙ፡ በቤተ፡ አቡነ፡ ተክለ፡ ሃይማኖት፡ ይበውኡ።,TRUE
EMML (HMML) 6835,1020,1020,,,ካልእ፡ ተአምር፡ ዘገብረት፡ እግዝእትነ፡ ማርያም፡ ዘበዕብራይስጢ፡ ማርያም፡ ለአቡነ፡ ፃማ፡ ኢየሱስ። ሶበ፡ ተማከሩ፡ አረሚ፡ ወተአደሙ፡ እምብዙኅ፡ ሀገር፡ ወተአየኑ፡ በምድረ፡ ዋጃ፡ ከመ፡ ያመዝብርዋ፡ ለሀገረ፡ ክርስቲያን፡ ለምድረ፡ ዋካት፡ ወጠጠራ፡ ለምድረ፡ በረሐ፡ ወመቅደላ። በእሉ፡ አህጉራት፡ ተማኪሮሙ፡ ተአየኑ፡ እስመ፡ ልማድ፡ ቦሙ፡ ለአረሚ፡ ሶበ፡ ይነግሡ፡ ያመዘብሩ፡ አህጉረ። አሜሃኒ፡ እስመ፡ ነግሠ፡ ዘይብልዎ፡ ዳዩ፡ ዳባ፡ ወልማዶሙኒ፡ ዘያመዘብርዎ፡ ወይጻብእዎ፡ በወርኀ፡ ኅዳር፡ በበዐሉ፡ ለቅዱስ፡ ሚካኤል፡ ሊቀ፡ መላእክት። አሜሃ፡ ያመዘብሩ።,TRUE
EMML (HMML) 6835,1021,1021,,,ስምዑ፡ አኃዊነ፡ ንነግረክሙ፡ ተአምር፡ ዘገብረት፡ እግዝእትነ፡ ማርያም፡ ወላዲተ፡ አምላክ፡ ለአቡነ፡ ዮሐንስ። ወነበረ፡ ፩ብእሲ፡ በመዋዕሊሁ፡ ለቡነ፡ ዮሐንስ፡ በምድረ፡ መልኮ፡ አምባ። አመ፡ ተበአሰ፡ ምስለ፡ ብእሲቱ፡ ለአከት፡ ብእሲቱ፡ ኀበ፡ አቡነ፡ ዮሐንስ፡ መምህረ፡ ዘመዶ። ለአከት፡ እንዘ፡ ትብል፡ እፎ፡ እከውን፡ እምዝንቱ፡ ብእሲየ። እስመ፡ ብዙኀ፡ አሕዘነኒ፡ ወጥቀ፡ አተከዘኒ። እምፃእኑ፡ ኀቤከ፡ ወእኅድጎ፡ ይትርፍ። እስመ፡ አብአ፡ ብእሲተ፡ በላዕሌየ።,TRUE
EMML (HMML) 6835,1022,1022,,,ተአምር፡ ዘገብረት፡ እግዝእትነ፡ ማርያም፡ በሀገረ፡ መግደሎ። ስምዑ፡ ንነግረክሙ፡ ወነበረት፡ ቤተ፡ ክርስቲያን፡ ዘተሐንፀት፡ በስመ፡ እግዝእትነ፡ ማርያም። ወኀበ፡ ዛቲ፡ ቤተ፡ ክርስቲያን፡ ነበረት፡ አሐቲ፡ ብእሲት፡ ቅሩባ፡ ለቤተ፡ ክርስቲያን፡ ዘስማ፡ ማኅደረ፡ ማርያም። ወይእቲ፡ ብእሲት፡ ኅሪት፡ ይእቲ፡ ወክብርት፡ በምግባረ፡ ሠናይ፡ በአማን፡ ማኅደረ፡ ማርያም። እስመ፡ ታፈቅራ፡ ጥቀ፡ ወትትለአካ፡ በዘይትከሀላ፡ ኵሉ። ,TRUE
EMML (HMML) 6835,1023,1023,,,ተአምር፡ ዘገብረት፡ ላቲ፡ እግዝእትነ፡ ማርያም፡ ለይእቲ፡ ኅሪት፡ ሶበ፡ ነበረት፡ በዐጸዳ፡ ኀበ፡ አመረታ። ወይእቲኒ፡ ነበረት፡ በዐቂበ፡ ሥርዓታ፡ … ወድንግል፡ … ። ወነገረ፡ ምታኒ፡ ለብእሲት፡ ቀዳሚ፡ ኀልቀ፡ ከመ፡ ገደፈቶ፡ ወዳግመ፡ ኢተሐልዮ፡ ወውሉዳኒ፡ ነበሩ፡ ኀበ፡ አመረቶሙ፡ … ። ወይእቲ፡ ተዐቅቦሙ፡ መዐልተ፡ ወሌሊተ። እስመ፡ ውሉዳ፡ ለፍቅርታ፡ እሙንቱ።,TRUE
