Macomber ID,Macomber Incipit,Manuscript for Macomber Incipit,Link,Notes and alternate forms of incipit by a few letters
292,ስምዑኬ፡ ኦሕዝበ፡ ክርስቲያን፡ ከመ፡ ናይድዕክሙ፡ ዘንተ፡ ተአምረ፡ ዐቢየ፡ ወመድምመ፡ ዘተገብረ፡ በቤተ፡ ክርስቲያና፡ ለእግዝእትነ፡…. ዘደብረ፡ ምጥማቅ። ወበአሐቲ፡ ዕለት፡ እንዘ፡ ጉቡኣን፡ ውስተ፡ ቤተ፡ ክርስቲያን፡ ዘደብረ፡ ምጥማቅ፡ ይገብሩ፡ በዓላ፡ ክርስቲያን፡ ንጉሠ፡ አፍርንጊ፡ ወንጉሠ፡ ሮም፡ ወሶርያ፡ ወማሮን፡ በከመ፡ ልማዶሙ,EMML (HMML) 3872,https://www.vhmml.org/readingRoom/view/205677,
293,ተብህለ፡ ከመ፡ ነበረት፡ ሐና፡ ብፅዕት፡ ብእሲተ፡ ኢያቄም፡ በብዙኅ፡ ጸሎት፡ ወወሀባ፡ እግዚአብሔር፡ ዘርአ፡ ቡርክተ። ወእምድኅረ፡ ፯፡ አውራኅ፡ ተዓውቀ፡ ጽንሳ፡ ለሐና፡ ወሰምዑ፡ አዝማዲሃ፡ ወአዝማደ፡ ምታ፡ ወመጽኡ፡ ወይቤልዋ፡ ምንትኑ፡ ዝነገር፡ ዘመጽአ፡ ኀቤኪ,EMML (HMML) 3051,https://www.vhmml.org/readingRoom/view/204876,ተብህለ፡ ከመ፡ ነበረት፡ (ms: ነበት፡) ሐና፡ ብፅዕት፡ ብእሲተ፡ ኢያቄም፡ በብዙኅ፡ ጸሎት፡ ወወሀባ፡ እግዚአብሔር፡ ዘርአ፡ ቡርክተ። ወእምድኅረ፡ ፯፡ አውራኅ፡ ተዓውቀ፡ ጽንሳ፡ ለሐና፡ ወሰምዑ፡ አዝማዲሃ፡ ወአዝማደ፡ ምታ፡ ወመጽኡ፡ ወይቤልዋ፡ ምንትኑ፡ ዝነገር፡ ዘመጽአ፡ ኀቤኪ
294,ወእንዘ፡ ትትፋለስ፡ እምአዳም፡ ውስተ፡ ከርሡ፡ ለሴት፡ ወሄኖክ፡ ወቀይናን፡….,EMML (HMML) 3051,https://www.vhmml.org/readingRoom/view/204876,
295,ወይቤሎ፡ እግዚአብሔር፡ ለገብርኤል፡ ወበላ፡ ለወለተ፡ ጽዮን፡ ወልደ፡ እግዚአብሔር፡ ይመጽእ፡ ላዕሌኪ፡ ወኃይለ፡ ልዑል፡ ይጸልለኪ፡ ወዝኒ፡ ይትወለድ፡ እምኔኪ,EMML (HMML) 3051,https://www.vhmml.org/readingRoom/view/204876,
296,ከመ፡ ታእምሩ፡ ልደታ፡ ለእግዝእትነ፡ ማርያም። ወጥቀ፡ ትከብር፡ እምአዝማዲሃ፡ ወእምነ፡ ኵሉ፡ ዓለም። ወሕዝበ፡ እስራኤልሰ፡ ቦዐ፡ ሰይጣን፡ ውስተ፡ አልባቢሆሙ,EMML (HMML) 3051,https://www.vhmml.org/readingRoom/view/204876,
297,ወበዕለተ፡ እሑድ፡ ጊዜ፡ ፫፡ ሰዓት፡ መጽአ፡ ኀቤሃ፡ ገብርኤል፡ መልአክ፡ ግብተ፡ እንዘ፡ ትፈትል፡ ወርቀ፡ ወሜላተ፡ ለመንጦላዕተ፡ ቤተ፡ መቅደስ,EMML (HMML) 3051,https://www.vhmml.org/readingRoom/view/204876,
298,ወሶበ፡ ፈጸመ፡ አዝማነ፡ ንብረታ፡ ውስተ፡ ቤተ፡ መቅደስ፡ ወሖሩ፡ ኀቤሃ፡ ካህናት፡ ወሊቃነ፡ ካህናት፡ ወሌዋውያን፡ በኅብረቶሙ፡ ወይቤልዋ፡ ንዒ፡ ፃዒ,EMML (HMML) 3051,https://www.vhmml.org/readingRoom/view/204876,
299,ወነበሩ፡ ኅቡረ፡ ዮሴፍ፡ ምስለ፡ ማርያም፡ እንዘ፡ ይባርክዎ፡ ለእግዚአብሔር። ወእምድኅረ፡ ፱፡ አውራኅ፡ ተወልደ፡ ሕፃን፡ በቤተ፡ ልሔም፡ ዘይሁዳ፡ በበዐት,EMML (HMML) 3051,https://www.vhmml.org/readingRoom/view/204876,
300,ወፅኡ፡ እምውስተ፡ በዐት፡ ዮሴፍ፡ ወማርያም፡ ወዐተዉ፡ ቤተ፡ ልሔም፡ ወቤተ፡ ዮሴፍ፡ ፀራቢ,EMML (HMML) 3051,https://www.vhmml.org/readingRoom/view/204876,
301,ወሤመ፡ ሄሮድስ፡ አግብርቲሁ፡ ወሰብአ፡ ቤቱ፡ ወሕጽዋኒሁ፡ መኳንንተ፡ ወመሳፍንተ፡ ወረባናተ፡ ላዕለ፡ አህጉር,EMML (HMML) 3051,https://www.vhmml.org/readingRoom/view/204876,
302,ወእምዝ፡ አመ፡ ሳብዕት፡ ዕለት፡ ሖረ፡ ውእቱ፡ ነዓዌ፡ አራዊት፡ ኀበ፡ ድማትያኖስ፡ ወነገሮ፡ ኵሎ፡ ዘርእየ,EMML (HMML) 3051,https://www.vhmml.org/readingRoom/view/204876,
303,ወወረደ፡ ገብርኤል፡ መልአክ፡ ሀገረ፡ ሊባኖስ፡ ኀበ፡ ማርያም፡ ወይቤላ፡ ሰላም፡ ለኪ፡ ኦወለተ፡ ዳዊት,EMML (HMML) 3051,https://www.vhmml.org/readingRoom/view/204876,
304,ወጊዜ፡ መንፈቀ፡ ሌሊት፡ አስተርአዮ፡ መልአከ፡ እግዚአብሔር፡ ለዮሴፍ፡ በሕልም,EMML (HMML) 3051,https://www.vhmml.org/readingRoom/view/204876,
305,ወበውእቱ፡ መዋዕል፡ ኮነ፡ ዐቢይ፡ ትምክህት፡ ላዕለ፡ እስራኤል፡ ወላዕለ፡ ኵሉ፡ አህጉር፡ ወበሓውርት,EMML (HMML) 3051,https://www.vhmml.org/readingRoom/view/204876,
306,ሚመጠነ፡ እነግር፡ ሊተሰ፡ የዓፅበኒ፡ ሕሊናየ። ወወረደ፡ በፈቃዱ፡ ቃል፡ ሥጋ፡ ኮነ፡ ወተወልደ፡ እምማርያም,EMML (HMML) 3051,https://www.vhmml.org/readingRoom/view/204876,
307,ወእምድኅረ፡ ነበረት፡ ውስተ፡ በዐት፡ ወወፅአት፡ እምህየ፡ ወበጽሐት፡ ዲርዴ,EMML (HMML) 3051,https://www.vhmml.org/readingRoom/view/204876,ወእምድኅረ፡ ነበረት፡ ውስተ፡ በዐት፡ ወወፅአት፡ እምህየ፡ ወበጽሐት፡ ዲርዴ (ms: ዲርዲ)
308,ጸሎት፡ ዘእግዝእትነ፡ ማርያም፡ ዘጸለየት፡ እንዘ፡ ሀለወት፡ በገዳመ፡ ኤዶምያስ፡ አመ፡ ጐየት፡ እምሄሮድስ፡ ራስዕ። ትቤ፡ እግዚኦ፡ አምላከ፡ እስራኤል፡ አድኅነኒ፡ እምመዊት,EMML (HMML) 3051,https://www.vhmml.org/readingRoom/view/204876,
309,ወሀለወት፡ አሐቲ፡ ድንግል፡ እንተ፡ በፅዓት፡ ድንግልናሃ፡ ለማርያም፡ ወትትአመን፡ ብዙኀ፡ ወትብል፡ ኦእግዝእትየ፡ አልብየ፡ ምግባረ፡ ሠናይ፡ ወባሕቱ፡ ዕቀቢ፡ ድንግልናየ፡ ከመ፡ ኢይትኃፈር፡ በቅድሜኪ,EMML (HMML) 7089,https://www.vhmml.org/readingRoom/view/200687,
310,ወኮነ፡ ውእቱ፡ ወልድ፡ ይነግር፡ ኂሩታ፡ ለእግዝእትነ፡…. በኵሉ፡ ጊዜ፡ ወኮኑ፡ ኵሎሙ፡ እለ፡ ይሰምዕዎ፡ ይሴብሕዎ፡ ለእግዚአብሔር፡ ልዑል፡ ወአእኰተዋ፡ ለቅድስት፡ ድንግል፡…. ጸሎታ፡….,EMML (HMML) 5105,,
311,ተብህለ፡ ከመ፡ ሀሎ፡ አሐዱ፡ ብእሲ፡ ሐፃቤ፡ አልባስ፡ ወእንዘ፡ የሐፅብ፡ ልብሰ፡ መጽአ፡ አሐዱ፡ ብእሲ፡ ወሜጠ፡ ማየ፡ እንተ፡ ካልእ፡ ፍኖት,EMML (HMML) 2059,https://www.vhmml.org/readingRoom/view/203888,
312,ወሀለወት፡ አሐቲ፡ ቤተ፡ ክርስቲያን፡ ዘተሐንጸት፡ በስመ፡ እግዝእትነ፡…. በሀገረ፡ ሕምስ፡ እምአድያመ፡ ሻም፡ ወኮነ፡ ትገበር፡ በውስቴታ፡ ተአምራት፡ ወመንክራት። ወሶበ፡ ርእዩ፡ ተንበላት፡ ዘንተ፡ ቀንኡ፡ ላዕለ፡ ቤተ፡ ክርስቲያን፡ ወአምጽኡ፡ ምክንያተ፡ ወአንሀልዋ,EMML (HMML) 5105,,ወሀለወት፡ አሐቲ፡ ቤተ፡ ክርስቲያን፡ ዘተሐንጸት፡ በስመ፡ እግዝእትነ፡…. በሀገረ፡ ሕምስ፡ (ms: ሕምምስ፡) እምአድያመ፡ ሻም፡ ወኮነ፡ ትገበር፡ በውስቴታ፡ ተአምራት፡ ወመንክራት። ወሶበ፡ ርእዩ፡ ተንበላት፡ ዘንተ፡ ቀንኡ፡ ላዕለ፡ ቤተ፡ ክርስቲያን፡ ወአምጽኡ፡ ምክንያተ፡ ወአንሀልዋ
313,ስምዑኬ፡ ዘገብረት፡ እግዝእትነ፡…. አመ፡ ፲፡ ወ፮፡ ለነሐሴ። ወነበረ፡ አሐዱ፡ መፃጕዕ፡ ውስተ፡ አሐቲ፡ ሀገር፡ ወአስተርአየቶ፡ በሕልም,EMML (HMML) 5105,,
314,ወሀሎ፡ አሐዱ፡ ቀሲስ፡ ወኀልቁ፡ ብእሲቱ፡ ወደቂቁ,EMML (HMML) 5105,,
315,ወካዕበ፡ ንነግረክሙ፡ አኃዊነ፡ ኂሩታ፡ ወንጽሕናሃ፡ ለእግዝእትነ፡ ማርያም፡ ወዘከመ፡ ነበረት፡ ውስተ፡ ቤተ፡ መቅደስ። ጸሎታ፡…. ወነበረት፡ እግዝእትነ፡ ማርያም፡ ውስተ፡ ቤተ፡ መቅደስ፡ እንዘ፡ ትትለአክ፡ በንጽሕ፡ ወበሕድአት፡ ወበትሕትና፡ ወኵሎሙ፡ ካህናት፡ ያስተበፅዕዋ፡ ወይባርክዋ፡ ወፈድፋደሰ፡ ስምዖን፡ አረጋዊ፡ ወዘካርያስ፡ ዘመዳ,EMML (HMML) 5105,,
316-A,ንነግረክሙ፡ አበዊነ፡ ቅዱሳን፡ ወአኀዊነ፡ ፍቁራን፡ ውሉደ፡ ቤተ፡ ክርስቲያን፡ እግዚአብሔር፡ ይባርክሙ፡ ወያበርህ፡ አዕይንተ፡ አልባቢክሙ፡ ለሰሚዐ፡ ተአምሪሃ፡ ለእግዝእትነ፡ ማርያም፡ ዘያስተፌሥሕ፡ አልባበ፡ ወይመርህ፡ ውስተ፡ መንግሥተ፡ ሰማያት። ሚመጠነ፡ ተአምረ፡ ገብረት፡ በእደዊሆሙ፡ ለአበው፡ ቀደምት፡ ተአምረ፡ ወመንክረ፡ ዘአልቦ፡ ኍልቈ። መቅድመ፡ ኵሉ፡ ንነግረክሙ፡ ሕይወታ፡ ወንጽሕናሃ፡ እስመ፡ ኀረያ፡ እግዚአብሔር፡ እምቀዳሚ። ወሀሎ፡ አሐዱ፡ ብእሲ፡ እምዘመደ፡ ካህናት፡ ዘይሰመይ፡ ኢያቄም፡ ወአውሰበ፡ ብእሲተ፡ እምአዋልደ፡ ይሁዳ፡ ወትሰመይ፡ ሐና,EMML (HMML) 5105,,
316-A,ወካዕበ፡ ንነግረክሙ፡ ቅድስናሃ፡ ወንጽሕናሃ፡ ለእግዝእትነ፡…. ዘከመ፡ አብእዋ፡ ውስተ፡ ቤተ፡ መቅደስ፡ ሶበ፡ ፈጸመ፡ ሀፂነ፡ ፫፡ ዓመተ,VL-Vatican (BAV) 298,,ወካዕበ፡ ንነግረክሙ፡ ቅድስናሃ፡ ወንጽሕናሃ፡ ለእግዝእትነ፡…. ዘከመ፡ አብእዋ፡ ውስተ፡ ቤተ፡ መቅደስ፡ ሶበ፡ ፈጸመ፡ ሀፂነ፡ ፫፡ (ms. omits) ዓመተ
316-B,ተብህለ፡ ከመ፡ ነበረት፡ ሐና፡ ብፅዕት፡ ብእሲተ፡ ኢያቄም፡ በብዙኅ፡ ጸሎት፡ ወወሀባ፡ እግዚአብሔር፡ ዘርአ፡ ቡርክተ። ወእምድኅረ፡ ፯፡ አውራኅ፡ ተዓውቀ፡ ጽንሳ፡ ለሐና፡ ወሰምዑ፡ አዝማዲሃ፡ ወአዝማደ፡ ምታ፡ ወመጽኡ፡ ወይቤልዋ፡ ምንትኑ፡ ዝነገር፡ ዘመጽአ፡ ኀቤኪ,EMML (HMML) 3051,https://www.vhmml.org/readingRoom/view/204876,ተብህለ፡ ከመ፡ ነበረት፡ (ms: ነበት፡) ሐና፡ ብፅዕት፡ ብእሲተ፡ ኢያቄም፡ በብዙኅ፡ ጸሎት፡ ወወሀባ፡ እግዚአብሔር፡ ዘርአ፡ ቡርክተ። ወእምድኅረ፡ ፯፡ አውራኅ፡ ተዓውቀ፡ ጽንሳ፡ ለሐና፡ ወሰምዑ፡ አዝማዲሃ፡ ወአዝማደ፡ ምታ፡ ወመጽኡ፡ ወይቤልዋ፡ ምንትኑ፡ ዝነገር፡ ዘመጽአ፡ ኀቤኪ
316-C,ንግባእኬ፡ ሀበ፡ ጥንተ፡ ነገር። ወሶበ፡ ተፈጸመ፡ መዋዕለ፡ ፅንሳ፡ ወለደት፡ ወለተ፡ አመ፡ ፩፡ ለግንቦት፡ እንዘ፡ ትበርህ፡ እምነ፡ ፀሐይ,EMML (HMML) 1799,,
316-D,ወነበሩ፡ ኢያቄም፡ ወሐና፡ እንዘ፡ የሐፅኑ፡ ወለቶሙ፡ ማርያም፡ ፫፡ ዓመተ፡ እንዘ፡ ይሴብሕዎ፡ ወየአኵትዎ፡ ለእግዚአብሔር,EMML (HMML) 3378,,
317,ወካዕበ፡ ንነግረክሙ፡ አኀዊነ፡ ቅዱሳን፡ ውሉደ፡ ቤተ፡ ክርስቲያን፡ ዝናሃ፡ ለእግዝእትነ፡…. ሚመጠነ፡ ሐዘን፡ ዘበጽሐ፡ ላዕሌሃ፡ እምደቂቀ፡ እስራኤል፡ እስከ፡ በጽሐ፡ ኀቤሃ፡ ገብርኤል፡ መልአክ፡ ወዜነዋ፡ ትፍሥሕተ,EMML (HMML) 2275,https://w3id.org/vhmml/readingRoom/view/204104,
318,ስምዑኬ፡ ዘገብረት፡ እግዝእትነ፡…፡ ደቂቀ፡ ቤተ፡ ክርስቲያን፡ ወእግዚአብሔር፡ ያርኁ፡ አናቅጸ፡ ልብክሙ፡ ለሰሚዓ፡ ተአምሪሃ። ወሀሎ፡ አሐዱ፡ ብእሲ፡ ዘይሰመይ፡ ጢራስ፡ ወሖረ፡ ምስለ፡ እግዚኡ፡ መፍቀሬ፡ እግዚአብሔር፡ ልዑል፡ ወመፍቀሬ፡ እሙ፡ ድንግል,EMML (HMML) 2275,https://w3id.org/vhmml/readingRoom/view/204104,ስምዑኬ፡ ዘገብረት፡ እግዝእትነ፡…፡ ደቂቀ፡ ቤተ፡ ክርስቲያን፡ ወእግዚአብሔር፡ ያርኁ፡ አናቅጸ፡ ልብክሙ፡ ለሰሚዓ፡ ተአምሪሃ። ወሀሎ፡ አሐዱ፡ ብእሲ፡ ዘይሰመይ፡ ጢራስ፡ (ms: ጤራስ፡) ወሖረ፡ ምስለ፡ እግዚኡ፡ መፍቀሬ፡ እግዚአብሔር፡ ልዑል፡ ወመፍቀሬ፡ እሙ፡ ድንግል
319,ወሀሎ፡ አሐዱ፡ ንጉሥ፡ ክርስቲያናዊ፡ መፍቀሬ፡ እግዚአብሔር፡ ወርቱዕ፡ ሃይማኖቱ፡ ወሠናይ፡ ግዕዙ፡ ወያፈቅራ፡ ለእግዝእትነ፡…. ወእምብዝኃ፡ አፍቅሮቱ፡ ዚአሃ፡ አግበረ፡ ሥዕለ፡ በአምሳሊሃ,EMML (HMML) 2275,https://w3id.org/vhmml/readingRoom/view/204104,
320,ወሀሎ፡ አሐዱ፡ ንጉሥ፡ ክርስቲያናዊ፡ መፍቀሬ፡ እግዚአብሔር፡ ልዑል፡ ወመፍቀሬ፡ እሙ፡ ድንግል፡ ወጽኑዕ፡ ሃይማኖቱ፡ ወሠናይ፡ ምግባሩ። ወቦቱ፡ ሥዕለ፡ እግዝእትነ፡…. ዘሥዑል፡ በወርቅ፡ ወወትረ፡ ይጼሊ፡ ኀበ፡ ውእቱ፡ ሥዕል፡ በጊዜ፡ ረከቦ፡ ሐዘን፡ ወትካዝ። ወመልአከ፡ ኃይሉ፡ ለንጉሥ፡ ዐለዎ,EMML (HMML) 2275,https://w3id.org/vhmml/readingRoom/view/204104,
321,ወኮነ፡ ዝንቱ፡ ነገር፡ እምድኅረ፡ ወለደቶ፡ ለእግዚእነ፡ ኢየሱስ፡ ክርስቶስ፡ ወአዘዘ፡ ሄሮድስ፡ ከመ፡ ይቅትሉ፡ ሕፃናተ፡ ዘክልኤ፡ ዓማት። ወሰሚዓ፡ እግዝእትነ፡ ማርያም፡ አጐየየቶ፡ ለፍቁር፡ ወልዳ፡ ውስተ፡ ምድረ፡ ግብጽ። ወእንዘ፡ ትትጐየይ፡ ወአብጽሐቶ፡ ውስተ፡ አሐቲ፡ ሀገር፡ እምአህጉረ፡ ግብጽ፡ ኃምስ፡ ወአኃዞ፡ ለፍቁር፡ ወልዳ፡ ጽምዓ፡ ማይ፡ እስመ፡ ጊዜ፡ ቀትር፡ ውእቱ። ወቦአት፡ ውስተ፡ ቤተ፡ አሐቲ፡ ብእሲት፡ ከመ፡ ትስእል፡ ማየ፡ ለፍቁር፡ ወልዳ፡ ዘውእቱ፡ ወሀቤ፡ ዝናማት፡ ወይእቲሰ፡ ብእሲት፡ ባዕልት፡ ጥቀ፡ እምንዋየ፡ ዝንቱ፡ ዓለም፡ ወበምግባረ፡ ኀጢአት፡ ወነዳይት፡ ይእቲ፡ በምግባረ፡ ሠናይ፡ ወድርክት፡ ይእቲ፡ ካልእታ፡ ለኤልዛቤል,EMML (HMML) 2066,https://www.vhmml.org/readingRoom/view/203895,ወኮነ፡ ዝንቱ፡ ነገር፡ እምድኅረ፡ ወለደቶ፡ ለእግዚእነ፡ ኢየሱስ፡ ክርስቶስ፡ ወአዘዘ፡ ሄሮድስ፡ ከመ፡ ይቅትሉ፡ ሕፃናተ፡ ዘክልኤ፡ ዓማት። ወሰሚዓ፡ እግዝእትነ፡ ማርያም፡ አጐየየቶ፡ ለፍቁር፡ ወልዳ፡ ውስተ፡ ምድረ፡ ግብጽ። ወእንዘ፡ ትትጐየይ፡ (ms: እትጐየይ፡) ወአብጽሐቶ፡ ውስተ፡ አሐቲ፡ ሀገር፡ (ms: ምድረ፡ ግብጽ፡) እምአህጉረ፡ ግብጽ፡ ኃምስ፡ ወአኃዞ፡ ለፍቁር፡ ወልዳ፡ ጽምዓ፡ ማይ፡ እስመ፡ ጊዜ፡ ቀትር፡ ውእቱ። ወቦአት፡ ውስተ፡ ቤተ፡ አሐቲ፡ ብእሲት፡ ከመ፡ ትስእል፡ ማየ፡ ለፍቁር፡ ወልዳ፡ ዘውእቱ፡ ወሀቤ፡ ዝናማት፡ ወይእቲሰ፡ ብእሲት፡ ባዕልት፡ ጥቀ፡ እምንዋየ፡ ዝንቱ፡ ዓለም፡ ወበምግባረ፡ ኀጢአት፡ ወነዳይት፡ ይእቲ፡ በምግባረ፡ ሠናይ፡ ወድርክት፡ ይእቲ፡ ካልእታ፡ ለኤልዛቤል
322,ወእንዘ፡ ተሐውር፡ እግዝእትነ፡…. እምሀገር፡ ውስተ፡ ሀገር፡ ጐዪያ፡ እምነ፡ መዓቱ፡ ለሄሮድስ፡ ርጉም፡ ወበጽሐት፡ ውስተ፡ አሐቲ፡ ሀገር፡ እምአድያማተ፡ ግብጽ፡ ወሰብአ፡ ይእቲ፡ ሀገር፡ እኩያን፡ እሙንቱ,EMML (HMML) 2275,https://w3id.org/vhmml/readingRoom/view/204104,
323,ተብህለ፡ እንከ፡ በእንተ፡ አሐዱ፡ ብእሲ፡ ዘመሐለ፡ በሐሰት፡ ወበእንተ፡ አሐዱ፡ መኰንን፡ ዐቢይ፡ ዘየፈቅራ፡ ለእግዝእትነ፡…. ወእንዘ፡ ሀለወት፡ እግዝእትነ፡ ማርያም፡ ውስተ፡ ሐቅለ፡ ገዳም፡ ዘቈላተ፡ ዮሰፍጥ፡ ጐዪየ፡ እምነ፡ ሕምዘ፡ መዐቱ፡ ለአርዌ,EMML (HMML) 2275,https://w3id.org/vhmml/readingRoom/view/204104,
324,ወሀሎ፡ አሐዱ፡ ብእሲ፡ እምደቂቀ፡ ሴም፡ ዘሠናይ፡ ግዕዙ፡ ወርቱዕ፡ ልቡ,EMML (HMML) 2275,https://w3id.org/vhmml/readingRoom/view/204104,
325,ተብህለ፡ በእንተ፡ እለ፡ መጽኡ፡ እኩያን፡ ፈያት፡ ከመ፡ ይንሥኡ፡ ንዋያ፡ ለእግዝእትነ፡…. ወበእንተ፡ ኦመ፡ ሰግላ፡ ክልኤ፡ ክፍለ። ወእንዘ፡ ትጐይይ፡ እግዝእትነ፡ ማርያም፡ ዘምስለ፡ ሕፃና፡ ኢየሱስ፡ ክርስቶስ፡ ዮሴፍ፡ ወሰሎሜ፡ ምስሌሃ፡ እምነ፡ መዐቱ፡ ለሄሮድስ፡ ዕልው፡ ወእንዘ፡ ትፈልስ፡ እምሀገር፡ ውስተ፡ ሀገር፡ ሶበ፡ ብጽሐት፡ ውስተ፡ አድያማተ፡ ደብረ፡ ምጥማቅ፡ ወአድግኒ፡ አሐዱ፡ ጽዑን፡ ስንቀ፡ ዚአሃ፡ ወነጸርዋ፡ እኩያን፡ ፈያት,EMML (HMML) 2275,https://w3id.org/vhmml/readingRoom/view/204104,
326,በእንተ፡ ዘከመ፡ ከልአ፡ ባዕለ፡ ሐመር፡ ዐዲወ፡ ውስተ፡ ባሕረ፡ ተከዜ፡ ወአዕደውዋ፡ አእባን፡ ከመ፡ እንተ፡ ሐመር። ወአመ፡ ግብአታ፡ ለእግዝእትነ፡…. እምኀበ፡ ጐየት፡ እምምድረ፡ ግብጽ፡ ወደብረ፡ ቍስቋም፡ ሶበ፡ ሞቱ፡ ኵሎሙ፡ እለ፡ የኀሥሥዎ፡ ለሕፃና፡ ከመ፡ ይቅትልዎ፡ በትእዛዙ፡ ወበቃሉ፡ ለአምላከ፡ አማልክት፡ ወእንዘ፡ ትትመየጥ፡ በፍሥሓ፡ ውስተ፡ ሀገረ፡ አቡሃ፡ ዳዊት፡ ወበጽሐት፡ ኀበ፡ ባሕረ፡ ተከዜ፡ እንዘ፡ ትፈቅድ፡ ዐዲወ,EMML (HMML) 2275,https://w3id.org/vhmml/readingRoom/view/204104,
327,ወሀለዉ፡ በአሐዱ፡ ደብር፡ ፫፡ ካህናት፡ ኄራን፡ ወሠናያን፡ ወማእምራነ፡ ቃለ፡ መጻሕፍት፡ ዘብሉይ፡ ወዘሐዲስ፡ ወያፈቅሩ፡ ተሠርግዎተ፡ በአልባስ፡ ቀጠንት,EMML (HMML) 2275,https://w3id.org/vhmml/readingRoom/view/204104,
328,ዝንቱ፡ ተአምር፡ በእንተ፡ አሐዱ፡ መምህረ፡ ደብር፡ ከመ፡ ውእቱ፡ ኮነ፡ ኄረ፡ በኵሉ፡ ምግባሩ፡ ወሠናይ፡ በግዕዙ፡ ወርቱዕ፡ በሃይማኖቱ፡ ወይጌስጾሙ፡ ለደቂቁ፡ ሠርከ፡ ወነግሀ፡ እንበይነ፡ ዐቂበ፡ ሥርዓተ፡ ምንኵስና፡ ወበሕገ፡ ቀኖና፡ ዘሐዋርያት፡ ወዘሊቃውንት። ወሶበ፡ አንወዮሙ፡ በጽኑዕ፡ ግብር፡ በእንተ፡ ዐቂበ፡ ሕግ፡ ኀብሩ፡ ቦቱ፡ ኵሎሙ፡ ደቂቁ፡ በእኩይ፡ ግብር,EMML (HMML) 2275,https://w3id.org/vhmml/readingRoom/view/204104,
328,ተብህለ፡ ከመ፡ ሀሎ፡ አሐዱ፡ መነኮስ፡ አበ፡ ምኔት፡ ወመፍቀሬ፡ እግዚአብሔር፡ ወያፈቅራ፡ ለእግዝእትነ፡…. ወተሰለቅዎ፡ ወሐመይዎ፡ ኵሎሙ፡ ቅዱሳን,EMML (HMML) 6949,https://www.vhmml.org/readingRoom/view/200574,
329,ስምዑኬ፡ ኦደቂቀ፡ ቤተ፡ ክርስቲያን፡ ክርስቶሳውያን፡ ዕበየ፡ ተአምሪሃ፡ ለእግዝእትነ። ወሀለወት፡ አሐቲ፡ ቤተ፡ ክርስቲያን፡ እንተ፡ መንገለ፡ ዐረቢሃ፡ ለብሔረ፡ አግዓዚ፡ ዘሕንጽት፡ በስማ፡ ለእግዝእትነ,EMML (HMML) 2275,https://w3id.org/vhmml/readingRoom/view/204104,
330,ንዑኬ፡ ኦደቂቀ፡ ቤተ፡ ክርስቲያን፡ ንንግርክሙ፡ መንክረ፡ ተአምሪሃ፡ ለእግዝእትነ፡…. ዘከመ፡ ገብረት፡ ተአምረ፡ በብሔረ፡ አግዓዚ፡ በመዋዕለ፡ መንግሥቱ፡ ለአሐዱ፡ ንጉሥ፡ ርቱዐ፡ ሃይማኖት፡ ወመፍቀሬ፡ ቤተ፡ ክርስቲያን፡ ቅድስት። ወሀለወት፡ አሐቲ፡ ቤተ፡ ክርስቲያን፡ እንተ፡ ተሐንጸት፡ በስማ፡ ለእግዝእትነ፡…. ወብዙኃን፡ ድውያን፡ ወሕሙማን፡ ይትፌወሱ፡ ሶበ፡ ይገይሱ፡ ወይበጽሑ፡ ኀበ፡ ይእቲ፡ ቤተ፡ ክርስቲያን,EMML (HMML) 2275,https://w3id.org/vhmml/readingRoom/view/204104,
331,ወሀሎ፡ አሐዱ፡ መነኮስ፡ ውስተ፡ አሐቲ፡ ደብር፡ እምአድባራተ፡ ምድረ፡ አግዓዚ፡ ዘያፈቅራ፡ ለእግዝእትነ፡…. በኵሉ፡ ልቡ፡ ወበኵሉ፡ ሕሊናሁ፡ ወእንዘ፡ ሀለወ፡ በመዋዕለ፡ ንእሱ፡ ተምህረ፡ መዝሙረ፡ ዳዊት፡ ኀበ፡ አሐዱ፡ ብእሲ፡ መንፈሳዊ,EMML (HMML) 2275,https://w3id.org/vhmml/readingRoom/view/204104,
332,ዛቲ፡ ተአምር፡ ዘገብረት፡ እግዝእትነ፡ ማርያም፡ በመዋዕሊሁ፡ ለአሐዱ፡ ንጉሥ፡ ፍቁረ፡ ዚአሃ፡ ወፍቁረ፡ ወልዳ፡ ኢየሱስ፡ ክርስቶስ። ወሀለወት፡ ውስተ፡ ጽርሐ፡ መንግሥቱ፡ አሐቲ፡ ታቦት፡ ዘግልፍት፡ በስመ፡ እግዝእትነ,EMML (HMML) 2275,https://w3id.org/vhmml/readingRoom/view/204104,
333,ስምዑ፡ መንክረ፡ ወመድምመ፡ ተአምሪሃ፡ ለእግዝእትነ፡…. ዘተገብረ፡ በመዋዕሊሁ፡ ለአሐዱ፡ ንጉሥ፡ ፍቁረ፡ ዚአሃ፡ ወፍቁረ፡ ወልዳ፡ እግዚእነ፡ ወመድኃኒነ፡ ኢየሱስ፡ ክርስቶስ። ወውእቱሰ፡ ንጉሥ፡ እምብዝኀ፡ አፍቅሮተ፡ ኪያሃ፡ ሐነጸ፡ ላቲ፡ ቤተ፡ ክርስቲያን፡ በስማ፡ ለቡርክት፡ ወንጽሕት፡ ማርያም,EMML (HMML) 2275,https://w3id.org/vhmml/readingRoom/view/204104,
