Order,Painting ID,Canonical Story ID,Recension ID,Manuscript,Manuscript Link,Image Link,Painting Number,Painting folio,Painting scan,Number of Episodes,Episode Number,Episode Description,Episode Location,Episode Keywords,Episode Caption,Episode Notes,Featured Story Image,Countif Unique Manuscript,IIIF?,Total Manuscripts with this Story ID illustrated,Story ID + Manuscript ID + Painting Number + Painting folio + Painting scan (technical column),Total Story ID Paintings,Total Manuscript Paintings
831,363,125,,EMML (HMML) 1874,https://www.vhmml.org/readingRoom/view/203705,,2,212r,234b,1,1,"8. St Mary, who holds the soul of the cannibal, standing before an angel holding the scale",full,"<agents facet> Mary; angels, full-bodied; souls; demons, angel of darkness; <objects facet> weighing scales; sword; <activities facet> weighing; judging; mediating; gesturing; <associated concepts> water; judgment; divine courtroom;",,Unfinished; A demon is depicted surrounded by flames.,FALSE,0,,38,125 EMML (HMML) 1874 2 212r 234b,73,2
811,353,125,,EMML (HMML) 3309,https://w3id.org/vhmml/readingRoom/view/205125,,1,32r,46,1,1,1. The cannibal surrounded by the bodies of those he killed,right,"<objects facet> knife,straight double-edged; container, food-bowl; decapitated bodies; <agents facet> cannibal; murderer; <activities facet> eating, raw meat; sitting; <associated concepts facet> unclothed",How the man-eater ate his wife and children.,,FALSE,1,,38,125 EMML (HMML) 3309 1 32r 46,73,5
812,354,125,,EMML (HMML) 3309,https://w3id.org/vhmml/readingRoom/view/205125,,2,32v,47,1,1,"8. St Mary, who holds the soul of the cannibal, standing before an angel holding the scale",full,"<agents facet> Mary; angels, full-bodied; souls; demons, angel of darkness; <objects facet> restraining equipment, leash; weighing scales; <activities facet> weighing; judging; mediating; gesturing; <associated concepts> hell; hellfire; water; judgment; divine courtroom; unclothed",How St Michael weighed the water with the 78 souls.,**NOT CLEAR** is it a patron on the bottom? *** A demon is depicted at the feet of the angel.,FALSE,0,,38,125 EMML (HMML) 3309 2 32v 47,73,5
813,1276,125,,EMML (HMML) 76,https://w3id.org/vhmml/readingRoom/view/201918,,1,36v,74,2,1,3. The cannibal offering water to a beggar covered by sores of leprosy,top-right,"<objects facet> container, water; satchel; walking sticks; clothing, impoverished; fly whisks<activities facet> gesturing; begging; almsgiving; pouring <agents facet> noble (aristocrat); beggar <associated concepts facet> leprosy; half-clothed; charity;",,,FALSE,1,,38,125 EMML (HMML) 76 1 36v 74,73,43
813,1276,125,,EMML (HMML) 76,https://w3id.org/vhmml/readingRoom/view/201918,,1,36v,74,2,2,"6. St Mary, who holds the soul of the cannibal, standing before Jesus Christ",bottom-right,"<agents facet> Mary; soul; demons, angels of darkness; <activities facet> gesturing; <associated concepts facet> courtroom, divine; judgment; <objects facet> throne;",,Jesus Christ is not depicted. A demon is depicted at the feet of St Mary.,FALSE,1,,38,125 EMML (HMML) 76 1 36v 74,73,43
814,1566,125,,EMML (HMML) 7606,https://w3id.org/vhmml/readingRoom/view/201133,,1,160v,169a,3,1,1. The cannibal surrounded by the bodies of those he killed,top-left,"<objects facet> knife, double-bladed, curved; housing, round thatched-roof; decapitated bodies; <agents facet> cannibal; murderer; nobles (aristocrats); dead (people )<activities facet> eating, raw meat; sitting; <associated concepts facet> unclothed;",The man of the city of Qemer who ate 78 souls; How he slaughtered his wife and ate her flesh; Another caption has been lost in the front edge margin.,,FALSE,1,,38,125 EMML (HMML) 7606 1 160v 169a,73,42
814,1566,125,,EMML (HMML) 7606,https://w3id.org/vhmml/readingRoom/view/201133,,1,160v,169a,3,2,"2. The peasant and other inhabitants fleeing from the cannibal, with several houses depicted in the background",right,"<objects facet>walking sticks; housing, round thatched-roof <agents facet> servants; farmer <activities facet> fleeing; gesture, subservient;",House; House; House; House,,FALSE,1,,38,125 EMML (HMML) 7606 1 160v 169a,73,42
814,1566,125,,EMML (HMML) 7606,https://w3id.org/vhmml/readingRoom/view/201133,,1,160v,169a,3,3,3. The cannibal offering water to a beggar covered by sores of leprosy,bottom-left,"<objects facet> container, water; clothing, impoverished; bow, recurved; <activities facet> gesturing; begging; almsgiving; pouring <agents facet> noble (aristocrat); beggar <associated concepts facet> leprosy; half-clothed; charity;",How the man-eater gave a drink of water to the beggar,,FALSE,1,,38,125 EMML (HMML) 7606 1 160v 169a,73,42
815,1567,125,,EMML (HMML) 7606,https://w3id.org/vhmml/readingRoom/view/201133,,2,161r,169b,3,1,5. The demons holding the cannibal's soul among the flames of hell before Jesus Christ sitting on a throne,top-left,"<objects facet> throne; building, arches; church <agents facet> Jesus Christ; soul; demons, angels of darkness; <associated concepts facet> hell; hellfire; courtroom, divine <activities facet> gesturing; judging;",Caption lost in top margin; How the demons took the soul of the man-eater; Fire of Sheol,,FALSE,0,,38,125 EMML (HMML) 7606 2 161r 169b,73,42
815,1567,125,,EMML (HMML) 7606,https://w3id.org/vhmml/readingRoom/view/201133,,2,161r,169b,3,2,"6. St Mary, who holds the soul of the cannibal, standing before Jesus Christ",top-right,"<objects facet> building, arches; church <agents facet>Mary; Jesus Christ; soul; <activities facet> gesturing; mediating; <associated concepts facet> courtroom, divine; unclothed",How our Lady Mary asked her beloved Son and he showed mercy for her sake to the soul of that man-eater by reason of a handful of water; How our Lady Mary took the soul of the man-eater from the hand of the demon and seized him with her hand,,FALSE,0,,38,125 EMML (HMML) 7606 2 161r 169b,73,42
815,1567,125,,EMML (HMML) 7606,https://w3id.org/vhmml/readingRoom/view/201133,,2,161r,169b,3,3,7. Two angels weighing the cannibal's good and bad deeds in a scale,bottom-center,"<agents facet> angels, full-bodied; souls <objects facet> weighing scales; <activities facet> weighing; judging <associated concepts> water; judgment; divine courtroom",How the angel weighed the souls and the hanful of water and how the water was stronger in the scale than the 78 souls,,FALSE,0,,38,125 EMML (HMML) 7606 2 161r 169b,73,42
833,1714,125,,EMML (HMML) 8828,https://w3id.org/vhmml/readingRoom/view/201577,,1,,65a,4,1,1. The cannibal surrounded by the bodies of those he killed,top-left,"<objects facet> sword, curved; <agents facet> cannibal; murderer; dead (people); <activities facet> eating; sitting <associated concepts facet> unclothed;",,,FALSE,1,,38,125 EMML (HMML) 8828 1  65a,73,41
833,1714,125,,EMML (HMML) 8828,https://w3id.org/vhmml/readingRoom/view/201577,,1,,65a,4,2,3. The cannibal offering water to a beggar covered by sores of leprosy,bottom-left,"<objects facet> container, water; clothing, impoverished; bow, recurved; fly whisks<activities facet> gesturing; begging; almsgiving; pouring <agents facet> noble (aristocrat); beggar <associated concepts facet> leprosy; half-clothed; charity;",,,FALSE,1,,38,125 EMML (HMML) 8828 1  65a,73,41
833,1714,125,,EMML (HMML) 8828,https://w3id.org/vhmml/readingRoom/view/201577,,1,,65a,4,3,"6. St Mary, who holds the soul of the cannibal, standing before Jesus Christ",top-right,"<agents facet>Mary; Jesus Christ; soul; <activities facet> gesturing; mediating; <objects facet> handkerchief; <associated concepts facet> courtroom, divine; unclothed",,,FALSE,1,,38,125 EMML (HMML) 8828 1  65a,73,41
833,1714,125,,EMML (HMML) 8828,https://w3id.org/vhmml/readingRoom/view/201577,,1,,65a,4,4,7. Two angels weighing the cannibal's good and bad deeds in a scale,bottom-right,"<agents facet> angels, full-bodied; <objects facet> weighing scales; swords <activities facet> weighing; judging <associated concepts facet> water; judgment; divine courtroom;",,Only one angel is depicted,FALSE,1,,38,125 EMML (HMML) 8828 1  65a,73,41
834,1571,125,,ESP (UH) DD-001,https://betamasaheft.eu/manuscripts/ESdd001/viewer,,1,86r,86b,3,1,1. The cannibal surrounded by the bodies of those he killed,right,"<objects facet> sword, curved; decapitated bodies; <agents facet> cannibal; murderer; noble (aristocrats); dead (people); <activities facet> eating; sitting <associated concepts facet> unclothed;",The rich man of the city of Qemer who ate 78 souls; How the man-eater slaughtered his wife and ate her flesh; How he slaughtered them and ate them,,FALSE,1,,38,125 ESP (UH) DD-001 1 86r 86b,73,48
834,1571,125,,ESP (UH) DD-001,https://betamasaheft.eu/manuscripts/ESdd001/viewer,,1,86r,86b,3,2,"2. The peasant and other inhabitants fleeing from the cannibal, with several houses depicted in the background",bottom-center,"<objects facet> spear; <agents facet> servants; farmer <activities facet> fleeing; gesture, subservient;","How the people of the city of Qemer fled abandoning their houses so that he would not eat them; The farmer, how he fled fearing that the man-eater would eat him",,FALSE,1,,38,125 ESP (UH) DD-001 1 86r 86b,73,48
834,1571,125,,ESP (UH) DD-001,https://betamasaheft.eu/manuscripts/ESdd001/viewer,,1,86r,86b,3,3,3. The cannibal offering water to a beggar covered by sores of leprosy,left,"<objects facet> container, water; clothing, impoverished; bow, recurved; <activities facet> gesturing; begging; almsgiving; pouring; <agents facet> cannibal, murderer; beggar <associated concepts facet> half-clothed; charity;",How the man-eater gave a drink of water to a beggar,,FALSE,1,,38,125 ESP (UH) DD-001 1 86r 86b,73,48
835,1572,125,,ESP (UH) DD-001,https://betamasaheft.eu/manuscripts/ESdd001/viewer,,2,86v,87a,3,1,5. The demons holding the cannibal's soul among the flames of hell before Jesus Christ sitting on a throne,top-left,"<objects facet> throne; building, arches; <agents facet> Jesus Christ; demons, angels of darkness; soul; <associated concepts facet> hell; hellfire; courtroom, divine <activities facet> gesturing; judging;",How the demons grabbed the soul of the man-eater; How our Lord commanded to conduct the soul of the man-eater to Sheol; Fires of Sheol; Soul of the man-eater,,FALSE,0,,38,125 ESP (UH) DD-001 2 86v 87a,73,48
835,1572,125,,ESP (UH) DD-001,https://betamasaheft.eu/manuscripts/ESdd001/viewer,,2,86v,87a,3,2,"6. St Mary, who holds the soul of the cannibal, standing before Jesus Christ",right,"<agents facet>Mary; Jesus Christ; soul; <activities facet> gesturing; mediating; <objects facet> building, arches <associated concepts facet> courtroom, divine",How our Lady Mary asked her beloved son and he showed mercy for her to the soul of that man-eater by reason of the handful of water; How our Lady Mary grabbed the soul of the man-eater from the hands of the demons and grasped him with her hand; How our Lady mary asked for the sake of the man-eater,,FALSE,0,,38,125 ESP (UH) DD-001 2 86v 87a,73,48
835,1572,125,,ESP (UH) DD-001,https://betamasaheft.eu/manuscripts/ESdd001/viewer,,2,86v,87a,3,3,7. Two angels weighing the cannibal's good and bad deeds in a scale,bottom-center,"<agents facet> angels, full-bodied; <objects facet> weighing scales <activities facet> weighing; judging <associated concepts facet> water; judgment; divine courtroom;",How the angel weighed the souls and the handful of water; How the water was more powerful in the scale than the 78 souls; On the right side of the scale was the handful of water that the beggar drank; On the left side of the scale were the 78 souls that the man-eater ate,,FALSE,0,,38,125 ESP (UH) DD-001 2 86v 87a,73,48
822,1278,125,,MoB-Wash DC (MoB) 277,images in PEMM Dropbox,,1,82r,88b,2,1,1. The cannibal surrounded by the bodies of those he killed,bottom-left,"<objects facet> knife, double-bladed, curved; hair, unusual; dismembered bodies <agents facet> cannibal; murderer; dead (people) <activities facet> eating, raw meat; sitting; <associated concepts facet> half-clothed;",,,FALSE,1,,38,125 MoB-Wash DC (MoB) 277 1 82r 88b,73,51
822,1278,125,,MoB-Wash DC (MoB) 277,images in PEMM Dropbox,,1,82r,88b,2,2,"2. The peasant and other inhabitants fleeing from the cannibal, with several houses depicted in the background",bottom-right,"<agents facet> servant <activities facet> fleeing; gesture,",,,FALSE,1,,38,125 MoB-Wash DC (MoB) 277 1 82r 88b,73,51
823,359,125,,MoB-Wash DC (MoB) 277,images in PEMM Dropbox,,2,82v,89a,1,1,4. The cannibal attempting to buy an ox from the farmer,top,"<objects facet> plow; yoke; bow, recurve; arrows; whip; clothing, laborer's; clothing; container, water; sword; shield; <associated concepts> half-clothed; <activities facet> plowing; bartering; <agents facet> oxen; farmer;",,,FALSE,0,,38,125 MoB-Wash DC (MoB) 277 2 82v 89a,73,51
824,1569,125,,MoB-Wash DC (MoB) 277,images in PEMM Dropbox,,3,83v,90a,3,1,3. The cannibal offering water to a beggar covered by sores of leprosy,top-left,"<objects facet> walking stick; container, water; clothing, impoverished; bow, recurved; <activities facet> gesturing; begging; almsgiving; pouring; <agents facet> cannibal, murderer; beggar <associated concepts facet> leprosy; half-clothed; charity;",,,FALSE,0,,38,125 MoB-Wash DC (MoB) 277 3 83v 90a,73,51
824,1569,125,,MoB-Wash DC (MoB) 277,images in PEMM Dropbox,,3,83v,90a,3,2,9. The cannibal sits in the cave,bottom-left,"<objects facet> container, water; bow, recurved; arrows; container, food; <agents facet> cannibal; murderer; <activities facet> sitting <associated concepts facet> half-clothed;",,,FALSE,0,,38,125 MoB-Wash DC (MoB) 277 3 83v 90a,73,51
824,1569,125,,MoB-Wash DC (MoB) 277,images in PEMM Dropbox,,3,83v,90a,3,3,"8. St Mary, who holds the soul of the cannibal, standing before an angel holding the scale",right,"<agents facet> Mary; angels, full-bodied; souls; demons, angel of darkness; <objects facet> restraining equipment, leash; weighing scales; spear; <activities facet> weighing; judging; mediating; gesturing; sitting; <associated concepts> hell; hellfire; water; judgment; divine courtroom;",,,FALSE,0,,38,125 MoB-Wash DC (MoB) 277 3 83v 90a,73,51
842,1282,125,,PEM (Princeton) 57,https://dpul.princeton.edu/msstreasures/catalog/44558h891,"https://iiif-cloud.princeton.edu/iiif/2/2c%2Fb7%2F3c%2F2cb73cf7fc334d75a61bae721e82a3ec%2Fintermediate_file/full/400,/0/default.jpg?t=1651593818719",1,143v,,2,1,4. The cannibal attempting to buy an ox from the farmer,top,"<objects facet> plow; yoke; bow, recurve; whip; clothing, laborer's; clothing, <associated concepts> half-clothed; <activities facet> plowing; bartering; <agents facet> oxen; farmer;",,,FALSE,1,,38,125 PEM (Princeton) 57 1 143v ,73,52
842,1282,125,,PEM (Princeton) 57,https://dpul.princeton.edu/msstreasures/catalog/44558h891,"https://iiif-cloud.princeton.edu/iiif/2/2c%2Fb7%2F3c%2F2cb73cf7fc334d75a61bae721e82a3ec%2Fintermediate_file/full/400,/0/default.jpg?t=1651593818719",1,143v,,2,2,1. The cannibal surrounded by the bodies of those he killed,bottom,"<objects facet> sword, curved; dismembered bodies; <agents facet> cannibal; murderer; dead (people); <activities facet> eating; sitting <associated concepts facet> half-clothed;",,,FALSE,1,,38,125 PEM (Princeton) 57 1 143v ,73,52
843,1283,125,,PEM (Princeton) 57,https://dpul.princeton.edu/msstreasures/catalog/44558h891,"https://iiif-cloud.princeton.edu/iiif/2/d8%2F92%2F91%2Fd89291c8e28a4273875e89a37e3eb714%2Fintermediate_file/full/400,/0/default.jpg?t=1651593818719",2,144r,,2,1,"6. St Mary, who holds the soul of the cannibal, standing before Jesus Christ",top,"<agents facet> Mary; angels, full-bodied; souls; demons, angel of darkness; <objects facet> restraining equipment, leash; jewelry; weighing scales; sword; <activities facet> weighing; judging; mediating; gesturing; <associated concepts> hell; hellfire; water; judgment; divine courtroom;",How she saved the man-eater.,Mary stands next to the angel holding the scale rather than before Christ. A demon is depicted surrounded by flames.,FALSE,0,,38,125 PEM (Princeton) 57 2 144r ,73,52
843,1283,125,,PEM (Princeton) 57,https://dpul.princeton.edu/msstreasures/catalog/44558h891,"https://iiif-cloud.princeton.edu/iiif/2/d8%2F92%2F91%2Fd89291c8e28a4273875e89a37e3eb714%2Fintermediate_file/full/400,/0/default.jpg?t=1651593818719",2,144r,,2,2,3. The cannibal offering water to a beggar covered by sores of leprosy,bottom,"<objects facet> container, water; clothing, impoverished; arrows; walking sticks; dirt mound <activities facet> gesturing; begging; almsgiving; pouring; sitting <agents facet> cannibal, murderer; beggar <associated concepts facet> leprosy; half-clothed; charity;",,,FALSE,0,,38,125 PEM (Princeton) 57 2 144r ,73,52
844,1575,125,,PEM (Princeton) 65,https://dpul.princeton.edu/msstreasures/catalog/12579w78f,"https://iiif-cloud.princeton.edu/iiif/2/04%2Ff2%2Fcf%2F04f2cf5d6f21485b9633509c5afd80e5%2Fintermediate_file/full/400,/0/default.jpg?t=1651593957949",1,92v,186,3,1,1. The cannibal surrounded by the bodies of those he killed,top-right,"<objects facet> sword, curved; decapitated bodies; housing, round thatched-roof <agents facet> cannibal; murderer; dead (people); <activities facet> eating; sitting <associated concepts facet> unclothed;",,,FALSE,1,,38,125 PEM (Princeton) 65 1 92v 186,73,59
844,1575,125,,PEM (Princeton) 65,https://dpul.princeton.edu/msstreasures/catalog/12579w78f,"https://iiif-cloud.princeton.edu/iiif/2/04%2Ff2%2Fcf%2F04f2cf5d6f21485b9633509c5afd80e5%2Fintermediate_file/full/400,/0/default.jpg?t=1651593957949",1,92v,186,3,2,"2. The peasant and other inhabitants fleeing from the cannibal, with several houses depicted in the background",bottom-right,<objects facet> walking sticks; <agents facet> servants <activities facet> fleeing; <associated concepts facet> half-clothed;,,,FALSE,1,,38,125 PEM (Princeton) 65 1 92v 186,73,59
844,1575,125,,PEM (Princeton) 65,https://dpul.princeton.edu/msstreasures/catalog/12579w78f,"https://iiif-cloud.princeton.edu/iiif/2/04%2Ff2%2Fcf%2F04f2cf5d6f21485b9633509c5afd80e5%2Fintermediate_file/full/400,/0/default.jpg?t=1651593957949",1,92v,186,3,3,3. The cannibal offering water to a beggar covered by sores of leprosy,bottom-left,"<objects facet> container, water; clothing, impoverished; bow, recurved; arrows; quiver; walking sticks; satchel <activities facet> gesturing; begging; almsgiving; pouring; sitting <agents facet> cannibal, murderer; beggar <associated concepts facet> leprosy; half-clothed; charity;",,,FALSE,1,,38,125 PEM (Princeton) 65 1 92v 186,73,59
845,1576,125,,PEM (Princeton) 65,https://dpul.princeton.edu/msstreasures/catalog/12579w78f,"https://iiif-cloud.princeton.edu/iiif/2/c8%2Fa9%2F12%2Fc8a912ad166d457e855264ff4a32e7f7%2Fintermediate_file/full/400,/0/default.jpg?t=1651593957949",2,93r,187,3,1,5. The demons holding the cannibal's soul among the flames of hell before Jesus Christ sitting on a throne,top-left,"<objects facet> throne; <agents facet> demons, angels of darkness; soul; Jesus Christ; <associated concepts facet> hell; hellfire; courtroom, divine <activities facet> gesturing; judging; flying",,,FALSE,0,,38,125 PEM (Princeton) 65 2 93r 187,73,59
845,1576,125,,PEM (Princeton) 65,https://dpul.princeton.edu/msstreasures/catalog/12579w78f,"https://iiif-cloud.princeton.edu/iiif/2/c8%2Fa9%2F12%2Fc8a912ad166d457e855264ff4a32e7f7%2Fintermediate_file/full/400,/0/default.jpg?t=1651593957949",2,93r,187,3,2,"6. St Mary, who holds the soul of the cannibal, standing before Jesus Christ",right,"<agents facet>Mary; Jesus Christ; soul; <activities facet> gesturing; mediating; <associated concepts facet> courtroom, divine",,,FALSE,0,,38,125 PEM (Princeton) 65 2 93r 187,73,59
845,1576,125,,PEM (Princeton) 65,https://dpul.princeton.edu/msstreasures/catalog/12579w78f,"https://iiif-cloud.princeton.edu/iiif/2/c8%2Fa9%2F12%2Fc8a912ad166d457e855264ff4a32e7f7%2Fintermediate_file/full/400,/0/default.jpg?t=1651593957949",2,93r,187,3,3,7. Two angels weighing the cannibal's good and bad deeds in a scale,bottom-left,"<agents facet> angels, full-bodied; souls <objects facet> weighing scales; <activities facet> weighing; judging <associated concepts facet> water; judgment; divine courtroom",,Just one angel is depicted.,FALSE,0,,38,125 PEM (Princeton) 65 2 93r 187,73,59
819,356,125,,UNESCO (HMML) 10.10,images in PEMM Dropbox,,1,117v,119a,1,1,1. The cannibal surrounded by the bodies of those he killed,bottom-right,"<objects facet> sword, curved; decapitated bodies; <agents facet> cannibal; murderer; ; dead (people); <activities facet> eating; sitting <associated concepts facet> unclothed; half-clothed",,,FALSE,1,,38,125 UNESCO (HMML) 10.10 1 117v 119a,73,56
820,357,125,,UNESCO (HMML) 10.10,images in PEMM Dropbox,,2,118r,119b,1,1,4. The cannibal attempting to buy an ox from the farmer,full,"<objects facet> plow; yoke; bow, recurve; arrows; quiver; whip; clothing, laborer's; clothing, <associated concepts> half-clothed; <activities facet> plowing; bartering; <agents facet> oxen; farmer; nobles (aristocrat)",,,FALSE,0,,38,125 UNESCO (HMML) 10.10 2 118r 119b,73,56
821,358,125,,UNESCO (HMML) 10.10,images in PEMM Dropbox,,3,118v,120a,1,1,"8. St Mary, who holds the soul of the cannibal, standing before an angel holding the scale",full,"<agents facet> Mary; angels, full-bodied; souls; demons, angel of darkness; <objects facet> jewelry; weighing scales; sword; handkerchief; <activities facet> weighing; judging; mediating; gesturing; <associated concepts> hell; hellfire; water; judgment; divine courtroom;",,,FALSE,0,,38,125 UNESCO (HMML) 10.10 3 118v 120a,73,56
829,362,125,,UNESCO (HMML) 11.04,images in PEMM Dropbox,,1,133v,140a,1,1,"8. St Mary, who holds the soul of the cannibal, standing before an angel holding the scale",full,"<agents facet> Mary; angels, full-bodied; souls; demons, angel of darkness; patron, prostrate <objects facet> weighing scales; sword; handkerchief; necklace; handcross; <activities facet> weighing; judging; mediating; gesturing; <associated concepts> hell; hellfire; water; judgment; divine courtroom;",,A demon is depicted surrounded by flames. A figure (the patron?) lies prostrate before Mary.,FALSE,1,,38,125 UNESCO (HMML) 11.04 1 133v 140a,73,5
827,360,125,,Z-Paris (BNF) 61,https://gallica.bnf.fr/ark:/12148/btv1b10099818k,,1,1v,3a,1,1,1. The cannibal surrounded by the bodies of those he killed,full,"<objects facet> knife, double-bladed, curved; clothing, Arab; housing, round thatched-roof; decapitated bodies; <agents facet> cannibal; murderer; nobles (aristocrats); dead (people) <activities facet> eating, raw meat; sitting; <associated concepts facet> unclothed; profile, one-eyed",,,FALSE,1,,38,125 Z-Paris (BNF) 61 1 1v 3a,73,5
828,361,125,,Z-Paris (BNF) 61,https://gallica.bnf.fr/ark:/12148/btv1b10099818k,,2,2r,3b,1,1,"8. St Mary, who holds the soul of the cannibal, standing before an angel holding the scale",full,"<agents facet> Mary; angels, full-bodied; souls; <objects facet> jewelry; weighing scales; sword; <activities facet> weighing; judging; mediating; gesturing; <associated concepts> hell; hellfire; water; judgment; divine courtroom;",,,FALSE,0,,38,125 Z-Paris (BNF) 61 2 2r 3b,73,5
846,367,126,,BOr (BL) 646,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_646_f001r,no IIIF link,1,84r,,1,1,1. An angel attending to St Mary in the temple,bottom,,,,FALSE,1,,1,126 BOr (BL) 646 1 84r ,2,36
847,368,126,,BOr (BL) 646,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_646_f001r,no IIIF link,2,84v,,1,1,2. The man suffering from epilepsy is blessed by St Mary,full,,,,FALSE,0,,1,126 BOr (BL) 646 2 84v ,2,36
848,1769,127,,CR-Paris (BNF) 53,https://gallica.bnf.fr/ark:/12148/btv1b10091458z,,2,13v,28,5,1,1. The Jewish man hears about the golden plate,top-left,,,,FALSE,0,,1,127 CR-Paris (BNF) 53 2 13v 28,1,7
848,1769,127,,CR-Paris (BNF) 53,https://gallica.bnf.fr/ark:/12148/btv1b10091458z,,2,13v,28,5,2,2. The Jewish man hides in the church after the priests go home,top-right,,,,FALSE,0,,1,127 CR-Paris (BNF) 53 2 13v 28,1,7
848,1769,127,,CR-Paris (BNF) 53,https://gallica.bnf.fr/ark:/12148/btv1b10091458z,,2,13v,28,5,3,3. The Jewish man attempts to sell the platter to St Basil,center,,,,FALSE,0,,1,127 CR-Paris (BNF) 53 2 13v 28,1,7
848,1769,127,,CR-Paris (BNF) 53,https://gallica.bnf.fr/ark:/12148/btv1b10091458z,,2,13v,28,5,4,4. The Jewish man is baptized,bottom-left,,,,FALSE,0,,1,127 CR-Paris (BNF) 53 2 13v 28,1,7
848,1769,127,,CR-Paris (BNF) 53,https://gallica.bnf.fr/ark:/12148/btv1b10091458z,,2,13v,28,5,5,5. The man becomes a deacon in the church and sees the Holy Spirit in the likeness of a dove,bottom-right,,,,FALSE,0,,1,127 CR-Paris (BNF) 53 2 13v 28,1,7
849,369,131,,EMML (HMML) 1180,https://w3id.org/vhmml/readingRoom/view/203016,,1,112r,189,1,1,1. Mary appears to the woman in a dream,full,,,,FALSE,1,,1,131 EMML (HMML) 1180 1 112r 189,1,46
850,370,134,,BOr (BL) 648,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_648_f001r,no IIIF link,1,8v,,1,1,1. A wealthy wicked man comes across a serpent in the desert of Scete,right,,,,FALSE,1,,3,134 BOr (BL) 648 1 8v ,5,67
851,1577,134,,BOr (BL) 648,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_648_f001r,no IIIF link,2,9r,,3,1,2. Mary helps the man when he calls on her and he shoots forty arrows at the serpent,top,,,,FALSE,0,,3,134 BOr (BL) 648 2 9r ,5,67
851,1577,134,,BOr (BL) 648,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_648_f001r,no IIIF link,2,9r,,3,2,3. The man finds a pearl in the dead serpent's brain,center,,,,FALSE,0,,3,134 BOr (BL) 648 2 9r ,5,67
851,1577,134,,BOr (BL) 648,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_648_f001r,no IIIF link,2,9r,,3,3,"4. Following Mary's command, the man built a church in Sidon for her to display the pearl",bottom,,,,FALSE,0,,3,134 BOr (BL) 648 2 9r ,5,67
852,371,134,,UNESCO (HMML) 8.10,images in PEMM Dropbox,,1,6v,10a,1,1,1. A wealthy wicked man comes across a serpent in the desert of Scete,right,,,,FALSE,1,,3,134 UNESCO (HMML) 8.10 1 6v 10a,5,7
853,1578,134,,UNESCO (HMML) 8.10,images in PEMM Dropbox,,2,7r,10b,3,1,2. Mary helps the man when he calls on her and he shoots forty arrows at the serpent,top-left,,,,FALSE,0,,3,134 UNESCO (HMML) 8.10 2 7r 10b,5,7
853,1578,134,,UNESCO (HMML) 8.10,images in PEMM Dropbox,,2,7r,10b,3,2,3. The man finds a pearl in the dead serpent's brain,bottom,,,,FALSE,0,,3,134 UNESCO (HMML) 8.10 2 7r 10b,5,7
853,1578,134,,UNESCO (HMML) 8.10,images in PEMM Dropbox,,2,7r,10b,3,3,"4. Following Mary's command, the man built a church in Sidon for her to display the pearl",top-right,,,,FALSE,0,,3,134 UNESCO (HMML) 8.10 2 7r 10b,5,7
854,1284,134,,UNESCO (HMML) 11.01,images in PEMM Dropbox,,1,16v,22a,2,1,"4. Following Mary's command, the man built a church in Sidon for her to display the pearl",top-left,,,,FALSE,1,,3,134 UNESCO (HMML) 11.01 1 16v 22a,5,7
854,1284,134,,UNESCO (HMML) 11.01,images in PEMM Dropbox,,1,16v,22a,2,2,2. Mary helps the man when he calls on her and he shoots forty arrows at the serpent,right,,,,FALSE,1,,3,134 UNESCO (HMML) 11.01 1 16v 22a,5,7
855,372,135,,BOr (BL) 648,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_648_f001r,no IIIF link,1,13r,,1,1,1. A demon possesses a good captain and makes him violent so he is put in metal bonds,bottom,,,,FALSE,1,,2,135 BOr (BL) 648 1 13r ,3,67
856,1579,135,,BOr (BL) 648,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_648_f001r,no IIIF link,2,13v,,3,1,2. Christ appears to the man and tells him to call upon Mary,top-left,,,,FALSE,0,,2,135 BOr (BL) 648 2 13v ,3,67
856,1579,135,,BOr (BL) 648,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_648_f001r,no IIIF link,2,13v,,3,2,3. Mary annoint the man with milk from her breasts and he is healed,top-left,,,,FALSE,0,,2,135 BOr (BL) 648 2 13v ,3,67
856,1579,135,,BOr (BL) 648,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_648_f001r,no IIIF link,2,13v,,3,3,4. The man tells everyone about the miracle,bottom,,,"This episode is divided into two parts. In the bottom-left, the man speaks to two kneeling figures while standing with a sword. In the bottom-right, the man speaks with a group of kneeling figures while kneeling before them without the sword.",FALSE,0,,2,135 BOr (BL) 648 2 13v ,3,67
857,373,135,EMML (HMML) 3872,EMML (HMML) 1180,https://w3id.org/vhmml/readingRoom/view/203016,,1,81v,135,1,1,3. Mary annoint the man with milk from her breasts and he is healed,top,,,,FALSE,1,,2,135 EMML (HMML) 1180 1 81v 135,3,46
