Manuscript,Canonical Story ID,Recension ID,Canonical Story Title,Folio Start,Scan Start,Column Start,Line Start,Body of Story Start,Folio End,Scan End,Column End,Line End,Miracle Number,Incipit,Confidence Score,Incipit Full,Story Word Variation,Story Incomplete,Blank TM folios,Number of Paintings,Painting Note,Notes,Exclude from ITool,Ethiopic Story Number,Miracles Sequence Number,Canonical Incipit,"Macomber Ms, non-Macomber Record",Best Incipit Tool Match,Nonunique Incipit,New Ms,Folio Start Number,Folio Start Letter,"Temporary English Translation for TGS 1994, to be moved when ID'd",Princeton Catalog Folios,Princeton Catalog Titles,Manuscript Date Range Start        ,Manuscript Date Range End        ,Story Century,Story Earliest Century,Incipit Typed,ID Ready
TGS (EOTC) 1996,,,,865,,,,,,,,,296,በእንተ ፡ አሐዱ ፡ ሊቅ ፡ ደብር ፡ ዘውእቱ ፡ መዓትም ።,,,,FALSE,,,,,FALSE,291,,FALSE,FALSE,,FALSE,,865,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,867,,,,,,,,,297,በእንተ ፡ አሐቲ ፡ ብእሲት ፡ ዘረከበት ፡ ሣፁነ ፡ በመርኀበ ፡ ሀገር ።,,,,FALSE,,,,,FALSE,292,,FALSE,FALSE,,FALSE,,867,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,71,,"When Sefengeya, wife of King Masfeyanos of Romeya, prays to have a child before the icon of Saint Mary, the icon inclines its head; Sefengeya then conceives Yeshaq (Abba Garima).",872,,,,,,,,,298,በእንተ ፡ መሥፍያኖስ ፡ ንጉሠ ፡ሮም ፡ ወብእሲቱ ፡ ስፍንግያ ።,,,,FALSE,,,,,FALSE,293,,FALSE,FALSE,,FALSE,,872,,,,,1995,1996,20,16,1,1
TGS (EOTC) 1996,,,,875,,,,,,,,,299,በእንተ ፡ አሐዱ ፡ ብእሲ ፡ ተንባላታዊ ፡ ዘሠጠቀ ፡ ሥዕለ ፡ እግዝእትነ ።,,,,FALSE,,,,,FALSE,294,,FALSE,FALSE,,FALSE,,875,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,878,,,,,,,,,300,በእንተ ፡ አሐዱ ፡ ብእሲ ፡ ፈሪሳዊ ።,,,,FALSE,,,,,FALSE,295,,FALSE,FALSE,,FALSE,,878,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,189,,The mighty Goliath threatens to destroy the monastery of Saint Mary.,882,,,,,,,,,301,በእንተ ፡ ግልያኖስ ፡ መዓምፅ ።,,,,FALSE,,,,,FALSE,296,,FALSE,FALSE,,FALSE,,882,,,,,1995,1996,20,15,1,1
TGS (EOTC) 1996,158,,The prioress who became pregnant after sinning with a servant.,885,,,,,,,,,302,በእንተ ፡ ሶፍያ ፡ እመ ፡ ምኔት ።,,,,FALSE,,,,,FALSE,297,,FALSE,FALSE,,FALSE,,885,,,,,1995,1996,20,15,1,1
TGS (EOTC) 1996,,,,890,,,,,,,,,303,ክፍል ፡ ቀዳማይ ፡ ዘከመ ፡ ይደሉ ፡ ሰጊድ ፡ ለመስቀል ፡ ወለእግዝእትነ,,,,FALSE,,,,,FALSE,298,,FALSE,FALSE,,FALSE,,890,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,894,,,,,,,,,304,ክፍል ፡ ካልኣይ ፡ ዘከመ ፡ ይደሉ ፡ ሰጊድ ፡ ለመስቀል ፡ ወለእግዝእትነ,,,,FALSE,,,,,FALSE,299,,FALSE,FALSE,,FALSE,,894,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,898,,,,,,,,,305,ክፍል ፡ ቀዳማይ ፡ በእንተ ፡ ያዕቆብ ፡ ወሬዛ ።,,,,FALSE,,,,,FALSE,300,,FALSE,FALSE,,FALSE,,898,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,902,,,,,,,,,306,ክፍል ፡ ካልአይ ፡ በእንተ ፡ ያዕቆብ ፡ ወሬዛ ።,,,,FALSE,,,,,FALSE,301,,FALSE,FALSE,,FALSE,,902,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,906,,,,,,,,,307,ክፍል ፡ ሣልሳይ ፡ በእንተ ፡ ያዕቆብ ፡ ወሬዛ ።,,,,FALSE,,,,,FALSE,302,,FALSE,FALSE,,FALSE,,906,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,908,,,,,,,,,308,ክፍል ፡ ራብዓይ ፡ በእንተ ፡ ያዕቆብ ፡ ወሬዛ ።,,,,FALSE,,,,,FALSE,303,,FALSE,FALSE,,FALSE,,908,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,912,,,,,,,,,309,ክፍል ፡ ኀምስ ፡ በእንተ ፡ ያዕቆብ ፡ ወሬዛ ።,,,,FALSE,,,,,FALSE,304,,FALSE,FALSE,,FALSE,,912,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,915,,,,,,,,,310,በእንተ ፡ አሐቲ ፡ ብእሲት ፡ ዘትመሰይ ፡ አረጊት ።,,,,FALSE,,,,,FALSE,305,,FALSE,FALSE,,FALSE,,915,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,918,,,,,,,,,311,በእንተ ፡ አሐዱ ፡ ባዕል ፡ ወአማፂ ፡,,,,FALSE,,,,,FALSE,306,,FALSE,FALSE,,FALSE,,918,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,920,,,,,,,,,312,ክፍል ፡ ቀዳማይ ፡ በእንተ ፡ አሐዱ ፡ ዲያቆን ፡ ዘስሙ ፡ ሚካኤል ።,,,,FALSE,,,,,FALSE,307,,FALSE,FALSE,,FALSE,,920,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,924,,,,,,,,,313,ክፍል ፡ ካልአይ ፡ በእንተ ፡ ዲያቆን ፡ ዘስሙ ፡ ሚካኤል ።,,,,FALSE,,,,,FALSE,308,,FALSE,FALSE,,FALSE,,924,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,927,,,,,,,,,314,በእንተ ፡ አሐዱ ፡ አረጋዊ ፡ ዘተሐንቀ ፡ ክሳዶ ፡ በስጥቀተ ፡ ማዕዖ ።,,,,FALSE,,,,,FALSE,309,,FALSE,FALSE,,FALSE,,927,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,930,,,,,,,,,315,በእንተ ፡ አሐዱ ፡ ወሬዛ ፡ ዘየዓፅድ ፡ ሣዕረ ፡ ወይሴሰይ ፡ በሤጡ ።,,,,FALSE,,,,,FALSE,310,,FALSE,FALSE,,FALSE,,930,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,933,,,,,,,,,316,በእንተ ፡ አሐዱ ፡ ብእሲ ፡ ዘይገብር ፡ ተዝከራ ፡ ለእግዝእትነ ።,,,,FALSE,,,,,FALSE,311,,FALSE,FALSE,,FALSE,,933,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,934,,,,,,,,,317,በእንተ ፡ አሐዱ ፡ ብእሲ ፡ ዘይሰመይ ፡ አንጣዎስ ።,,,,FALSE,,,,,FALSE,312,,FALSE,FALSE,,FALSE,,934,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,937,,,,,,,,,318,በእንተ ፡ ዘከመ ፡ ተባሀሉ ፡ መላእክት ፡ ንረድ ፡ ኀበ ፡ ዮሐንስ ፡ አፈወርቅ ።,,,,FALSE,,,,,FALSE,313,,FALSE,FALSE,,FALSE,,937,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,940,,,,,,,,,319,በእንተ ፡ አሐዱ ፡ ብእሲ ፡ ዘያፈቅር ፡ ተመጥዎ ፡ ቊርባን ።,,,,FALSE,,,,,FALSE,314,,FALSE,FALSE,,FALSE,,940,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,942,,,,,,,,,320,በእንተ ፡ ገብረ ፡ ማርያም ፡ ጸሐፊ ፡ ዘአስተርአዮ ፡ እግዚእ ፡ በአምሳለ ፡ ሕፃን ።,,,,FALSE,,,,,FALSE,315,,FALSE,FALSE,,FALSE,,942,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,84,,Homily of John Chrysostom on the visit of Saint Mary and her Son to John the Baptist.,943,,,,,,,,,321,በእንተ ፡ ዘከመ ፡ ሐወጸቶ ፡ እግዝእትነ ፡ ለዮሐንስ ፡ አፈወርቅ ።,,,,FALSE,,,,,FALSE,316,,FALSE,FALSE,,FALSE,,943,,,,,1995,1996,20,16,1,1
TGS (EOTC) 1996,,,,945,,,,,,,,,322,በእንተ ፡ ወልደ ፡ ንጉሥ ፡ ተንባላታዊ ።,,,,FALSE,,,,,FALSE,317,,FALSE,FALSE,,FALSE,,945,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,70,,The people of Romeya appeal to Patriarch Dionysius to find King Mareqos.,947,,,,,,,,,323,በእንተ ፡ ዘከመ ፡ ተጋብኡ ፡ ሕዝበ ፡ ሮም ፡ ኀበ ፡ ዲዮናስዮስ ።,,,,FALSE,,,,,FALSE,318,,FALSE,FALSE,,FALSE,,947,,,,,1995,1996,20,15,1,1
TGS (EOTC) 1996,70,,The people of Romeya appeal to Patriarch Dionysius to find King Mareqos.,948,,,,,,,,,324,ወዓዲ ፡ ዘከመ ፡ ተጋብኡ ፡ ሕዝበ ፡ ሮም ፡ ኀበ ፡ ዲዮናስዮስ ።,,,,FALSE,,,,,FALSE,319,,FALSE,FALSE,,FALSE,,948,,,,,1995,1996,20,15,1,1
TGS (EOTC) 1996,438,,The woman whose baby daughter was carried off by a hyena.,951,,,,,,,,,325,በእንተ ፡ አሐቲ ፡ ብእሲት ፡ ዘወሰደ ፡ ባቲ ፡ ወለታ ፡ ዝዕብ ።,,,,FALSE,,,,,FALSE,320,,FALSE,FALSE,,FALSE,,951,,,,,1995,1996,20,17,1,1
TGS (EOTC) 1996,266,,Saint Mary appears to the disciples of Mar Barsuma in the form of a dove.,952,,,,,,,,,326,ዘከመ ፡ አስተርአየቶሙ ፡ አግዝእትነ ፡ ለአድርድእተ ፡ አባ ፡ በርሶማ ።,,,,FALSE,,,,,FALSE,321,,FALSE,FALSE,,FALSE,,952,,,,,1995,1996,20,16,1,1
TGS (EOTC) 1996,,,,953,,,,,,,,,327,ዘከመ ፡ ፈነወቶሙ ፡ እግዝእትነ ፡ ለጴጥሮስ ፡ ወለዮሐንስ ፡ ኀበ ፡ ዮሐንስ ፡ አፈወርቅ ፤,,,,FALSE,,,,,FALSE,322,,FALSE,FALSE,,FALSE,,953,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,405,,Saint Mary heals a poor man from skin disease whom people had refused to carry to church.,955,,,,,,,,,328,በእንተ ፡ አሐዱ ፡ ብእሲ ፡ ዘኲለንታሁ ፡ አበቅ ።,,,,FALSE,,,,,FALSE,323,,FALSE,FALSE,,FALSE,,955,,,,,1995,1996,20,15,1,1
TGS (EOTC) 1996,,,,956,,,,,,,,,329,በእንተ ፡ አባ ፡ ሳሙኤል ።,,,,FALSE,,,,Titles of miracles number 839 and 956 are identical in the book.,FALSE,324,,FALSE,FALSE,,TRUE,,956,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,957,,,,,,,,,330,በእንተ ፡ አሐዱ ፡ ሕፃን ፡ ዘያፈቅር ፡ ጾመ ።,,,,FALSE,,,,,FALSE,325,,FALSE,FALSE,,FALSE,,957,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,121,,The healing of the Egyptian King Soforon (or Safron).,958,,,,,,,,,331,በእንተ ፡ ሶፎሮን ፡ ንጉሠ ፡ ግብፅ ።,,,,FALSE,,,,,FALSE,326,,FALSE,FALSE,,FALSE,,958,,,,,1995,1996,20,15,1,1
TGS (EOTC) 1996,,,,959,,,,,,,,,332,በእንተ ፡ አሐዱ ፡ ብእሲ ፡ ዘቦቱ ፡ ብዙኅ ፡ አጽራር ።,,,,FALSE,,,,,FALSE,327,,FALSE,FALSE,,FALSE,,959,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,960,,,,,,,,,333,በእንተ ፡ አሐቲ ፡መበለት ፡ ዘአዕረፈት ፡ እምቅድመ ፡ ትፈጽም ፡ ቀኖናሃ,,,,FALSE,,,,,FALSE,328,,FALSE,FALSE,,FALSE,,960,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,961,,,,,,,,,334,በእንተ ፡ አሐዱ ፡ መኰንነ ፡ ሀገር ።,,,,FALSE,,,,,FALSE,329,,FALSE,FALSE,,FALSE,,961,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,963,,,,,,,,,335,በእንተ ፡ አሐዱ ፡ መኰንን ፡ ዘያስተጋብእ ፡ ፀባኅተ ፡ ንጉሥ ።,,,,FALSE,,,,,FALSE,330,,FALSE,FALSE,,FALSE,,963,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,966,,,,,,,,,336,ክፍል ፡ ቀዳማይ ፡ በእንተ ፡ ብራቲስ ፡ ንጉሥ ።,,,,FALSE,,,,,FALSE,331,,FALSE,FALSE,,FALSE,,966,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,969,,,,,,,,,337,ክፍል ፡ ካልእ ፡ በእንተ ፡ ብራቲስ ።,,,,FALSE,,,,,FALSE,332,,FALSE,FALSE,,FALSE,,969,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,972,,,,,,,,,338,ክፍል ፡ ሣልስ ፡ በእንተ ፡ ብራቲስ ።,,,,FALSE,,,,,FALSE,333,,FALSE,FALSE,,FALSE,,972,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,974,,,,,,,,,339,ክፍል ፡ ራብዕ ፡ በእንተ ፡ ብራቲስ ።,,,,FALSE,,,,,FALSE,334,,FALSE,FALSE,,FALSE,,974,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,977,,,,,,,,,340,ክፍል ፡ ቀዳማይ ፡ በእንተ ፡ ልብነ ፡ ድንግል ።,,,,FALSE,,,,,FALSE,335,,FALSE,FALSE,,FALSE,,977,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,978,,,,,,,,,341,ክፍል ፡ ካልእ ፡ በእንተ ፡ ልብነ ፡ ድንግል ።,,,,FALSE,,,,,FALSE,336,,FALSE,FALSE,,FALSE,,978,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,982,,,,,,,,,342,ክፍል ፡ ሣልስ ፡ በእንተ ፡ ልብነ ፡ ድንግል ።,,,,FALSE,,,,,FALSE,337,,FALSE,FALSE,,FALSE,,982,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,985,,,,,,,,,343,ክፍል ፡ ራብእ ፡ በእንተ ፡ ልብነ ፡ ድንግል ።,,,,FALSE,,,,,FALSE,338,,FALSE,FALSE,,FALSE,,985,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,989,,,,,,,,,344,ክፍል ፡ ኀምስ ፡ በእንተ ፡ ልብነ ፡ ድንግል ።,,,,FALSE,,,,,FALSE,339,,FALSE,FALSE,,FALSE,,989,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,992,,,,,,,,,345,ክፍል ፡ ሳድስ ፡ በእንተ ፡ ልብነ ፡ ድንግል ።,,,,FALSE,,,,,FALSE,340,,FALSE,FALSE,,FALSE,,992,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,994,,,,,,,,,346,ክፍል ፡ ሳብእ ፡ በእንተ ፡ ልብነ ፡ ድንግል ።,,,,FALSE,,,,,FALSE,341,,FALSE,FALSE,,FALSE,,994,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,997,,,,,,,,,347,ክፍል ፡ ሳምን ፡ በእንተ ፡ ልብነ ፡ ድንግል ።,,,,FALSE,,,,,FALSE,342,,FALSE,FALSE,,FALSE,,997,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,998,,,,,,,,,348,ክፍል ፡ ታስእ ፡ በእንተ ፡ ልብነ ፡ ድንግል ።,,,,FALSE,,,,,FALSE,343,,FALSE,FALSE,,FALSE,,998,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,1000,,,,,,,,,349,ክፍል ፡ ዓሥር ፡ በእንተ ፡ ልብነ ፡ ድንግል ።,,,,FALSE,,,,,FALSE,344,,FALSE,FALSE,,FALSE,,1000,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,1001,,,,,,,,,350,በእንተ ፡ ሠርፀ ፡ ድንግል ።,,,,FALSE,,,,,FALSE,345,,FALSE,FALSE,,FALSE,,1001,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,535,,The Stephanites in Egypt and Palestine.,1003,,,,,,,,,351,በእንተ ፡ ናዖድ ፡ ንጉሠ ፡ ኢትዮጵያ ።,,,,FALSE,,,,,FALSE,346,,FALSE,FALSE,,FALSE,,1003,,,,,1995,1996,20,19,1,1
TGS (EOTC) 1996,,,,1006,,,,,,,,,352,በእንተ ፡ ተመይጦታ ፡ ለታቦት ።,,,,FALSE,,,,,FALSE,347,,FALSE,FALSE,,FALSE,,1006,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,1009,,,,,,,,,353,በእንተ ፡ ምኒልክ ፡ ዳግማዊ  ።,,,,FALSE,,,,Titles of miracles number 1009 and 1054 are identical in the book.,FALSE,348,,FALSE,FALSE,,TRUE,,1009,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,1013,,,,,,,,,354,ክፍል ፡ ቀዳማይ ፡ በእንተ ፡ ዓምደ ፡ ጽዮን ።,,,,FALSE,,,,,FALSE,349,,FALSE,FALSE,,FALSE,,1013,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,1019,,,,,,,,,355,ክፍል ፡ ካልእ ፡ በእንተ ፡ ዓምደ ፡ ጽዮን ።,,,,FALSE,,,,,FALSE,350,,FALSE,FALSE,,FALSE,,1019,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,1021,,,,,,,,,356,ክፍል ፡ ሣልስ ፡ በእንተ ፡ ዓምደ ፡ ጽዮን ።,,,,FALSE,,,,,FALSE,351,,FALSE,FALSE,,FALSE,,1021,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,1025,,,,,,,,,357,ክፍል ፡ ራብዕ ፡ በእንተ ፡ ዓምደ ፡ ጽዮን ።,,,,FALSE,,,,,FALSE,352,,FALSE,FALSE,,FALSE,,1025,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,1031,,,,,,,,,358,ክፍል ፡ ኀምስ ፡ በእንተ ፡ ዓምደ ፡ ጽዮን ።,,,,FALSE,,,,,FALSE,353,,FALSE,FALSE,,FALSE,,1031,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,1035,,,,,,,,,359,ክፍል ፡ ሳድስ ፡ በእንተ ፡ ዓምደ ፡ ጽዮን ።,,,,FALSE,,,,,FALSE,354,,FALSE,FALSE,,FALSE,,1035,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,1041,,,,,,,,,360,ክፍል ፡ ሳብዕ ፡ በእንተ ፡ ዓምደ ፡ ጽዮን ።,,,,FALSE,,,,,FALSE,355,,FALSE,FALSE,,FALSE,,1041,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,1045,,,,,,,,,361,ክፍል ፡ ሳምን ፡ በእንተ ፡ ዓምደ ፡ ጽዮን ።,,,,FALSE,,,,,FALSE,356,,FALSE,FALSE,,FALSE,,1045,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,1049,,,,,,,,,362,ክፍል ፡ ታሳዕ ፡ በእንተ ፡ ዓምደ ፡ ጽዮን ።,,,,FALSE,,,,,FALSE,357,,FALSE,FALSE,,FALSE,,1049,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,1052,,,,,,,,,363,በእንተ ፡ ሣህለ ፡ ሥላሴ ፡ ንጉሥ ፡ መፍቀሬ ፡ እግዚአብሔር ።,,,,FALSE,,,,,FALSE,358,,FALSE,FALSE,,FALSE,,1052,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,1054,,,,,,,,,364,በእንተ ፡ ምኒልክ ፡ ዳግማዊ  ።,,,,FALSE,,,,Titles of miracles number 1009 and 1054 are identical in the book.,FALSE,359,,FALSE,FALSE,,TRUE,,1054,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,1056,,,,,,,,,365,ክፍል ፡ ካልእ ፡ በእንተ ፡ ምኒልክ ፡ ዳግማዊ ።,,,,FALSE,,,,,FALSE,360,,FALSE,FALSE,,FALSE,,1056,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,1059,,,,,,,,,366,ክፍል ፡ ሣልስ ፡ በእንተ ፡ ምኒልክ ፡ ዳግማዊ  ።,,,,FALSE,,,,,FALSE,361,,FALSE,FALSE,,FALSE,,1059,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,1061,,,,,,,,,367,ክፍል ፡ ራብዕ ፡ በእንተ ፡ ምኒልክ ።,,,,FALSE,,,,,FALSE,362,,FALSE,FALSE,,FALSE,,1061,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,1061,,,,,,,,,368,በእንተ ፡ ተአምር ፡ ዘገብረት ፡ እግዝእትነ ፡ በአዲስ ፡ ዓለም ፡ ቤተ ፡ ክርስቲያን ።,,,,FALSE,,,,,FALSE,363,,FALSE,FALSE,,FALSE,,1061,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,1067,,,,,,,,,369,ክፍል ፡ ቀዳማይ ፡ በእንተ ፡ ኢትዮጵያ ።,,,,FALSE,,,,,FALSE,364,,FALSE,FALSE,,FALSE,,1067,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,1069,,,,,,,,,370,ክፍል ፡ ካልኣይ ፡ በእንተ ፡ ኢትዮጵያ ።,,,,FALSE,,,,,FALSE,365,,FALSE,FALSE,,FALSE,,1069,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,1070,,,,,,,,,371,ክፍል ፡ ሣልሳይ ፡ በእንተ ፡ ኢትዮጵያ ።,,,,FALSE,,,,,FALSE,366,,FALSE,FALSE,,FALSE,,1070,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,1072,,,,,,,,,372,ክፍል ፡ ራብዓይ ፡ በእንተ ፡ ኢትዮጵያ ።,,,,FALSE,,,,,FALSE,367,,FALSE,FALSE,,FALSE,,1072,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,1074,,,,,,,,,373,ክፍል ፡ ኀምስ ፡ በእንተ ፡ ኢትዮጵያ ።,,,,FALSE,,,,,FALSE,368,,FALSE,FALSE,,FALSE,,1074,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,1075,,,,,,,,,374,ክፍል ፡ ሳድስ ፡ በእንተ ፡ ኢትዮጵያ ።,,,,FALSE,,,,,FALSE,369,,FALSE,FALSE,,FALSE,,1075,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,1077,,,,,,,,,375,ክፍል ፡ ሳብዕ ፡ በእንተ ፡ ኢትዮጵያ ።,,,,FALSE,,,,,FALSE,370,,FALSE,FALSE,,FALSE,,1077,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,1078,,,,,,,,,376,ክፍል ፡ ሳምን ፡ በእንተ ፡ ኢትዮጵያ ።,,,,FALSE,,,,,FALSE,371,,FALSE,FALSE,,FALSE,,1078,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,1079,,,,,,,,,377,ክፍል ፡ ታስዕ ፡ በእንተ ፡ ኢትዮጵያ ።,,,,FALSE,,,,,FALSE,372,,FALSE,FALSE,,FALSE,,1079,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,1087,,,,,,,,,378,ክፍል ፡ ዓሥር ፡ በእንተ ፡ ኢትዮጵያ ።,,,,FALSE,,,,,FALSE,373,,FALSE,FALSE,,FALSE,,1087,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,1082,,,,,,,,,379,ክፍል ፡ ዓሠርቱ ፡ ወአሐዱ ፡ በእንተ ፡ ኢትዮጵያ ።,,,,FALSE,,,,,FALSE,374,,FALSE,FALSE,,FALSE,,1082,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,1084,,,,,,,,,380,ክፍል ፡ ዐሠርቱ ፡ ወክልኤቱ ፡ በእንተ ፡ ኢትዮጵያ ።,,,,FALSE,,,,,FALSE,375,,FALSE,FALSE,,FALSE,,1084,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,1087,,,,,,,,,381,ዘከመ ፡ ሰአልዋ ፡ ክርስቲያን ፡ ዘኀሠሡ ።,,,,FALSE,,,,,FALSE,376,,FALSE,FALSE,,FALSE,,1087,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,1090,,,,,,,,,382,በእንተ ፡ እግዝእትነ ፡ ወበእንተ ፡ ሰንበተ ፡ ክርስቲያን ።,,,,FALSE,,,,,FALSE,377,,FALSE,FALSE,,FALSE,,1090,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,1091,,,,,,,,,383,በእንተ ፡ አሐቲ ፡ ብእሲት ፡ ዘትሰመይ ፡ ሳሚያ ።,,,,FALSE,,,,,FALSE,378,,FALSE,FALSE,,FALSE,,1091,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,1095,,,,,,,,,384,በእንተ ፡ አሐዱ ፡ ወልድ ፡ ዘአድኃነቶ ፡ እግዝእትነ ፡ እምተጠብሖ,,,,FALSE,,,,,FALSE,379,,FALSE,FALSE,,FALSE,,1095,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,1099,,,,,,,,,385,ክፍል ፡ ቀዳማይ ፡ በእንተ ፡ ባዕል ፡ ዘይዘሩ ፡ ንዋዮ ።,,,,FALSE,,,,,FALSE,380,,FALSE,FALSE,,FALSE,,1099,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,2002,,,,,,,,,386,ክፍል ፡ ካልአይ ፡ በእንተ ፡ ባዕል ፡ ዘይዘሩ ፡ ንዋዮ ።,,,,,,,,,FALSE,381,,FALSE,FALSE,,FALSE,,2002,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,2003,,,,,,,,,387,ዘከመ ፡ ዜነወቶሙ ፡ እግዝእትነ ፡ ምስጢረ ፡ መንግሥተ ፡ ሰማያት ፡ ለሐዋርያት ።,,,,FALSE,,,,,FALSE,382,,FALSE,FALSE,,FALSE,,2003,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,2005,,,,,,,,,388,በእንተ ፡ አስተርእዮታ ፡ ለእርዝእትነ ፡ ውስተ ፡ ብሔረ ፡ ግብፅ ።,,,,FALSE,,,,,FALSE,383,,FALSE,FALSE,,FALSE,,2005,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,2006,,,,,,,,,389,ክፍል ፡ ካልአይ ፡ በእንተ ፡ ገብረ ፡ ክርስቶስ ።,,,,FALSE,,,,,FALSE,384,,FALSE,FALSE,,FALSE,,2006,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,2011,,,,,,,,,390,ክፍል ፡ ሣልሳይ ፡ በእንተ ፡ ድንጋሌሃ ፡ ለእግዝእትነ ፡ በ2ኤ ፡ ፍና ።,,,,FALSE,,,,,FALSE,385,,FALSE,FALSE,,FALSE,,2011,,,,,1995,1996,20,,1,0
TGS (EOTC) 1996,,,,2014,,,,,,,,,391,በእንተ ፡ ረድኡ ፡ ለዮሐንስ ፡ አፈወርቅ ።,,,,FALSE,,,,,FALSE,386,,FALSE,FALSE,,FALSE,,2014,,,,,1995,1996,20,,1,0
