Macomber ID,Plot Edited
1014,"Once the icon Śǝʿǝlä Adḫǝno |sp| was returned to Däbrä Zämäddo |sp|, the people of the royal camp sent a thief there to steal the holy image. The thief entered the shrine at night and removed the icon, but the Virgin Mary directed the man to a field, tied his legs with a rope, and left him there. The next day, a man who was out on his own business entered the field and came upon the tied-up thief and the icon. The people of the country wanted to execute the thief for stealing their beloved icon. However, after hearing Mary’s judgment on the matter, the abbot pardoned him. The narrator then recounts a similar miracle that occurred in Ṣaydnāyā |sp|, in the house of Märina |sp|. A man named Afrǝngawi |sp| had heard about a wondrous icon there that poured forth healing sweat. He went to Märina and, out of his love for Mary, he tried to steal the icon. When he realized he could not to take the whole thing, he attempted to cut the icon in half, and it began to bleed profusely. When others saw the blood on Afrǝngawi’s clothing, they thought he had killed someone and wanted to execute him. Just as she did with the thief at Däbrä Zämäddo, Mary pardoned Afrǝngawi."
1015,"Abunä Bärtälomewos brought a tabot into the grotto at Däbrä Zämäddo |sp|, and there he established a place to stand on top of a rock. The grotto was very dry, and one day, as the abbot was standing there, the Virgin Mary caused milk to spring from under his feet. Abunä Bärtälomewos praised Mary for performing her miracle, then asked her to change the milk into water, as water was more appropriate for the monks. Mary heard the abbot’s request and changed the milk into water."
1016,"On the feast day of Abunä Bärtälomewos |sp|, the people of Dänägäz |sp| gathered at Däbrä Zämäddo |sp| to celebrate the Virgin Mary’s blessings. Traditionally this feast day provided an opportunity for the people gathered to tell the abbot about the hardships they faced. On this day the people of Dänägäz spoke to Abunä Yoḥannǝs |sp| of their oppressive ruler. Abunä Yoḥannǝs summoned the ruler and asked him to show his people greater kindness. The ruler agreed to do as the abbot said, but when he returned home, the ruler grew angry. He claimed that he would never return to Däbrä Zämäddo or be ruled by the abbot there. Hearing of these claims, Abunä Yoḥannǝs consulted with the Virgin Mary. Mary explained that the ruler had prophesied his own death with these arrogant claims, and she sent “the cup of death” (poison?) to kill the ruler. The narrator then tells of similar events that occurred when a ruler named Gǝlyanos |sp| arrogantly slandered his abbot. As with the ruler of Dänägäz, Mary also killed Gǝlyanos."
1017,"At Däbrä Zämäddo |sp| there were three monks who piously devoted themselves to prayer. When not tending to monastic duties, these monks labored together to farm their own field. The monks faced many difficulties with their farming, and one year, after sowing the last of their seeds, they decided to move to another country where the farming would be better. But the Virgin Mary wanted them to remain at her monastery, so she planted the idea in the monks’ minds to spend the night fasting and leave the following day. That night the monks fetched water from the spring that Mary had made bubble up under the feet of Abunä Bärtälomewos |sp|. The monks divided the water into gourds, and when they drank it they found that the water had turned into honey. Thus well fed, the monks decided to stay at Däbrä Zämäddo for another day. The next day the water turned to honey again, and the monks decided to stay yet longer. This pattern continued for months, keeping the monks at the monastery from Säne |sp| to Mäskäräm |sp|. By Mäskäräm the monks’ field, which they had sown with the last of their seed, had produced perfect ears of corn ready for harvest."
1018,"Above the church of the Virgin Mary at Däbrä Zämäddo |sp| there stood a mountain. One day three large boulders broke off the cliff and came down toward the church. The first boulder missed. The second hit the betä lǝḥem |sp| (""house of bread;"" i.e., the building where the Eucharist is prepared), causing a wall to collapse and the roof to cave in while clergymen were inside. However, Mary protected the clergymen, saving them and the other buildings from harm. The third boulder thundered toward the shrine just as Abbâ Bäʾaminä Ǝgziʾabḥer |sp| was emerging from it. When he saw this, he called out in the names of Abunä Bärtälomewos |sp|, the Virgin Mary, and Jesus Christ, commanding the boulder to stop where it was. The boulder miraculously stopped, suspended in midair."
1019,"The church at Däbrä Zämäddo |sp| was difficult to access, as it stood by a precipitous cliff, and people had injured themselves and even died while entering or exiting it. Abunä Ṣama Iyyäsus |sp| wondered how to make church access safer. One day a big tree near the church fell down. The abbot gave the order to cut the tree into logs and use them, along with some stones, to construct a path to the church. But the new path, which was intended to improve access, made matters worse, since it was not level and hence further obstructed the entrance. Dismayed, Abunä Ṣama Iyyäsus asked the Virgin Mary to help level the crooked path. Mary heard his prayer. Despite the fact that it was the dry season, she caused a great rain to fall. The water poured down the cliff and on to the path, packing its crevasses with sand. In the morning the people of Däbrä Zämäddo saw that the path had miraculously been leveled."
1020,"During the period when Abunä Ṣama Iyyäsus |sp| served as the abbot of Däbrä Zämäddo |sp|, it came to pass that the Arämi |sp| declared war against the Christian regions of Wakat |sp|, Ṭäṭära |sp|, Mäqdäla |sp|, and the lowlands. When Abunä Ṣama Iyyäsus heard about this declaration, he prepared to fight back. He wielded his prayers like weapons: his prayer to God was his sword, and his prayer to the Virgin Mary was his spear. He also made a covenant with Mary, which served as his shield. Between the months of Ḫədar |sp| and Mägabit |sp|, Mary prevented disaster by dispersing the Arämi soldiers. Even so, the Arämi fighting spirit did not wane, and Mary eventually led the soldiers to the land of Adäl. There the Arämi were defeated; only twelve of their chiefs survived."
1021,"In the land of Mälko Amba |sp| there lived a married man who took a concubine into his house. After quarreling with him, this man’s wife sent a letter to Abunä Yoḥannǝs |sp| at Däbrä Zämäddo |sp| and asked for his help. The abbot went to the married couple and offered them spiritual counsel. The husband cast the concubine out of his house, and peace was restored. Five months later, the husband brought the concubine back. This occurred during the rainy season, when the river Ṣǝllare |sp| was unpassable. The husband taunted his wife, knowing that Abunä Yoḥannǝs would not be able to come again. But God revealed this woman’s tribulations to Abunä Yoḥannǝs, and he prayed that the Virgin Mary might help. Upon hearing the abbot’s plea, Mary told him to go to the river and divide the water with his cross. He followed her instructions, and after passing through the divided waters, Abunä Yoḥannǝs went to the man and arrested him. Neighbors came out to intercede, begging the abbot to let the man go. Out of his love for Mary, Abunä Yoḥannǝs eventually decided to release his prisoner."
1022,"In the country of Mägdälo |sp| there was a church built in the name of the Virgin Mary, and near this church there lived a woman named Maḫdärä Maryam |sp|. After many years of living there and devoting herself to Mary, Maḫdärä Maryam’s husband, who was the country’s ruler, moved her to compound sixty miles away from the church. Her husband went on a long military campaign, and while he was away he committed adultery. Maḫdärä Maryam heard about this and sent her husband a letter expressing her wish never to see him again. He obeyed her wish. Recognizing this woman as a chosen one, the Virgin Mary sent a letter to Maḫdärä Maryam asking her to give up the house she had built in the compound. When the woman refused, Mary sent intercessors to ask on her behalf. When Maḫdärä Maryam refused again, Mary went herself to ask why she had denied her. Maḫdärä Maryam agreed to let Mary move in, but she wanted to know where she herself would live. Mary said she should live next door so that she could come to her church night and day."
1023,"Maḫdärä Maryam |sp| lived next door to a church of the Virgin Mary and devoted herself completely to the Holy Virgin. In addition to her religious devotions Maḫdärä Maryam also tended fields. Every year she alternated between planting wheat and barley, the harvests from which she made bread and beer for the clergy and the poor. One year Maḫdärä Maryam’s son asked to take over the farm and prepare for the feast of the Assumption. But once he had control of the fields, he decided not prepare for the feast, and when the time for celebration arrived, he disappeared. When she heard about her son’s actions, Maḫdärä Maryam put on the clothing she wore for Communion, climbed into bed, and called on the Virgin Mary to come take her away. On the day of the feast the clergy arrived at the church, but Maḫdärä Maryam was not there. The decided to check on her, since she was never absent from church. They went to her house and found that she had died in her bed."
1024,"In the country of Śǝmrätä Ab |sp| there lived a monk who fastidiously devoted himself to God and to the Virgin Mary. During a certain period the people of Śǝmrätä Ab experienced much grief, and God responded by covering the earth with a great storm that ruined the grain harvest and washed away farmland. After four months of storms, the monk entered the shrine to pray for the Virgin Mary to intercede on the people’s behalf and banish the darkness. The monk left the shrine and, looking up at a cloud, cried out: “Be removed!” The cloud immediately disappeared and the sun came out."
1025,"In the country of Gǝbṣawit |sp| there was a child named Qwǝrbanä Dǝngǝl |sp|, over whom the Virgin Mary kept special watch. One morning Qwǝrbanä Dǝngǝl took a calf to the field. He played all day with other children, and when he returned home in the evening he left the calf behind. His mother told him to go retrieve the calf, and when Qwǝrbanä Dǝngǝl arrived back at the field he found a leopard. The boy led the leopard out of the field by beating it with a stick. Despite being a fierce and dangerous creature, the leopard did not attack the child, thanks to the Virgin Mary’s protection."
1026,"When Qwǝrbanä Dǝngǝl reached school age, his parents engaged a teacher for him. He memorized the hymn (mälkǝʿ) |sp| of the Virgin Mary, and for years he sang the hymn everywhere he went. Everyone knew him by his tendency to shout Mary’s name. The Arämi |sp| who lived in the neighborhood hated the boy’s singing, so they planned to kill him. They followed Qwǝrbanä Dǝngǝl, intending to ambush him when he was cutting wood. But even though they could clearly hear him sing the hymn to Mary, they could not find him, since the Holy Virgin hid him from their eyes."
1027,"In the country of Śǝmrätä Ab |sp|, there was a church devoted to the Virgin Mary. Next to the church there stood a large tree that continued to widen until it became larger than the church. The clergymen were sad, as they were unsure how to solve the problem. If they cut the tree it would fall on the church, but if they did nothing it would eventually fall on the church regardless. The clergymen held rogation at vespers and prayed to Mary for help. When the they returned to the church the following day they found that the tree had miraculously been bent, such that it no longer endangered the church. The clergymen rejoiced that their church, Adnanitä ʿOm |sp|, would survive."
1028,"There was a church in Ethiopia where three priests resided, all of whom were serial adulterers. The Virgin Mary was aware of their sins, and she induced them to confess. On the day of Bǝrhan |sp| the people of the country gathered in the church for Mass. While the priests were still in the betä lǝḥem |sp| (""house of bread;"" i.e., the building where the Eucharist is prepared), they decided that if the people were unable to name their deeds, then they would excommunicate them. The priests announced their ultimatum, and the people, who knew of the priests’ sins, responded by calling out their adultery. Upon hearing this answer, the priests refused to celebrate Mass, and they buried the Eucharist in the ground. Astonished, the people brought the priests before the metropolitan, Abunä Marqos |sp|, who immediately demoted the priests. He also severely chastised the people for allowing known sinners to perform the Mass. After the people returned home to reconsecrate their church, a thunderbolt came down on the shrine, throwing the clergy to the ground and displacing the Eucharist. When the clergy found the Eucharist, they also discovered the Eucharist the sinful priests had buried. The Virgin Mary put it into their mind to bring the buried Eucharist to the metropolitan, who broke it into three pieces, keeping two pieces and returning the third."
1029,"There was an abbot who devoted himself wholly to the Virgin Mary. For his bed covering he used a goat skin, under which there was an infestation of bugs. The abbot was embarrassed by his situation and did not want to mention it to the other monks. So he prayed to Mary instead, asking her to send him birds to deal with his bug problem. Birds immediately appeared."
1030,"There was a monk who lived in a cell near the church of Our Holy Lady. Above the church there stood a great cliff, at the top of which was a remote farm field where the monk’s disciples worked. The disciples were pious, and the Virgin Mary, who cared for them deeply, wished to give them respite from their toil up and down the treacherous path to the clifftop. For this reason she made them angels of God and gave them wings, which they used to fly effortlessly to and from the clifftop field. One day, the enemy (i.e., Satan) inspired one of the monks with a love of money. While working in the field this monk found a needle and decided to keep it from his brothers. That evening, when the other disciples flew down from the farm, the monk with the needle stayed on the cliff. The other disciples asked him why he refused to come down, and the monk admitted his disgrace. He prayed to Mary for forgiveness, and he asked her to restore him to the angelic status from which he had fallen. The other disciples echoed his prayers, which Mary granted."
1031,"In the country of Śämro |sp|, there was a priest who served in the Virgin Mary’s church. This priest was also a skilled carpenter, and for his carpentry he cut down many trees. Mary, who did not approve of the priest cutting down her trees, asked him to stop. But the priest refused. Next, Mary asked the people of Śämro to stop the priest, but he refused to listen to them as well. To admonish the priest, Mary started to make his tools disappear. Nevertheless, the priest persisted in his work, encouraging others to cut down trees for him. Seeing this, Mary began to burn down any house constructed with trees from her precinct. But this action had the effect of hardening not just the priest’s heart, but also the hearts of people in the community. Mary responded to their stubbornness by declaring that the priest must not live in her country, nor would he be buried there. The priest left, and when he died he was buried outside the fence of the church."
1032,"There was a monk named Timona |sp|, to whom Jesus revealed His disappointment in a man named Mäbaʾa Ṣǝyon |sp|. Jesus had spat on Mäbaʾa Ṣǝyon’s clothes so that He, through His spittle, would remain close to the man. But Mäbaʾa Ṣǝyon had lent his clothes to others, thwarting Jesus’s plan. Timona called Mäbaʾa Ṣǝyon and asked why he lent his clothing to others. Mäbaʾa Ṣǝyon claimed that people forced him to give him his clothes. He expressed worry about disappointing Jesus, but Timona brought peace by suggesting that they pray together for His mercy. The Virgin Mary then approached Timona with a worry of her own, explaining how upset she felt when people chewed on the flesh of her Son. Timona asked what the people should do instead, given that Jesus had told them, “Eat my flesh.” Mary responded that the people should not chew the flesh, but rather knead it between tongue and palate. Timona suggested that the priests should make the Eucharist softer and easier to knead in the mouth. That way, if people chewed the flesh it would be a sin of the laity rather than a sin of the clergy."
1033,"Maḫdärä Krǝsto |sp| was a monk who lived at Däbrä Zämäddo |sp| and who loyally served the Virgin Mary. The people of Däbrä Zämäddo appointed Maḫdärä Krǝsto as their new abbot, and he ably upheld the church’s orders and laws. But there came a day when Maḫdärä Krǝsto decided to step down from his office. When the people begged him to stay, he responded: “when the time in office is prolonged, negligence will prevail.” As Maḫdärä Krǝsto grew old and began to prepare his grave far from the church, the Virgin Mary sent a messenger to ask him why he dug outside the shrine. Maḫdärä Krǝsto, who believed himself a sinner, asked why he should be buried in the shrine. But the messenger promised that the monk would have his final rest there. After Maḫdärä Krǝsto finished his labors, he went on to live for many years with a childlike innocence. When he died, other monks brought his body to the shrine and, at Mary’s direction, buried him to the right of the altar."
1034,"Mäbaʾa Ṣǝyon |sp| lived in Śǝmrätä Ab |sp|. One day, a woman came to Mäbaʾa Ṣǝyon and asked him to take her baby as a servant. Mäbaʾa Ṣǝyon reluctantly accepted this child, who was very sick and vomited what looked like charcoal and scorpions. One night, after the child had recovered from his illness, there was a terrible fire. The adults escaped the house, but two children remained inside, including the child Mäbaʾa Ṣǝyon had taken on as a servant. The next morning, the people of the country found that though one child had burned to ash, Mäbaʾa Ṣǝyon’s servant had miraculously survived thanks to the Virgin Mary. Elsewhere in the same country there was a beautiful church surrounded by tall trees. The trees blocked the sun in the dry season, and in the wet season they dripped water and shed leaves onto the church, eroding its walls. The people did not want to upset Mary by cutting the trees down, so they left them alone. But Mary, who loved her people, caused a fire to burn down the offending trees. The fire grew so intense that the people worried it would destroy the church as well. But when the fire cleared they found the church still standing, with its thatch roof miraculously intact."
1035,"There was a man who lived in Wägrä Sǝḫin |sp|, the city of the saints. Although this man was a Christian in name, in his deeds he strayed from Christian law. Indeed, he followed the lead of the Arämi |sp|, refusing to fast, pray, or obey the clergy. He mock the Christian religion and demanded that holy day be abolished. On the third day of Gənbot, a holy day for the Virgin Mary, the man went to plow the field. At three o’clock a storm suddenly descended and the earth opened up, swallowing the man along with his oxen."
1036,"A certain greedy man lived between the two Mount Sǝḫins |sp|. He made a lot of money through farming and the relentless acquisition of new land to cultivate. This man never made any offerings to the church. He also refused to observe holy days, and instead spent his time sowing his fields. One year, when his crop was ready to harvest, the Virgin Mary sent a swarm of locusts. The locusts did not touch any other person’s field, but they did completely decimate this man’s crop. This man also lost all his money, his cattle did not return from the fields, and then his wife died. The man remained lonely and poor into old age, just as Mary had intended."
1037,"There was a monk named Wäldä Ḥawarya |sp|, who came from Däbrä Libanos |sp| but now lived in Däbrä Zämäddo |sp|. He was a good Christian, and he understood the scriptures well. One day, he went to the chapel of the icon of the Virgin Mary to grieve the crucifixion of her Son. Whenever Wäldä Ḥawarya thought of the crucifixion he would grow weak, and tears would stream from his eyes. One day Mary visited Wäldä Ḥawarya while he was in such a state, and she asked him why he shed so many tears. He told her it happened whenever he thought about the Son of God’s suffering. Mary responded: “Was my Son crucified for you only? Was he not crucified for the whole world?” Then she left."
1038,"Wäldä Ḥawaryat |sp| was a loyal follower of the Virgin Mary. But whereas he read the Maḫletä Ṣǝge |sp| in silence, the other clergy loved to sing it. One day Mary came to Wäldä Ḥawaryat and informed him that she would go to the other clergy and strengthen them against exhaustion. Wäldä Ḥawaryat asked why Mary would not offer him strength as well. Mary replied that the other clergy needed it more, since when they performed the Maḫlet |sp|, they sang and danced strenuously. When Mary left to attend to the other clergy, Wäldä Ḥawaryat followed her and watched as she handed them instruments and wiped their sweating faces. After witnessing this miracle, Wäldä Ḥawaryat decided it was better to sing and dance the Maḫlet with others rather than read it silently, alone."
1039,"One day, a thief stole a lectern from Däbrä Zämäddo |sp| and brought it to Maḫdärä Krǝstos |sp|, the ruler of Ṭäṭära |sp|. Maḫdärä Krǝstos thought the lectern was beautiful, and he paid the thief a large sum for it. In his happiness, the ruler summoned the people of his household to view his purchase. But when a young man named Täklä Haymanot |sp| saw the lectern, he knew it rightfully belonged to the Virgin Mary of Däbrä Zämäddo. Hearing this, Maḫdärä Krǝstos confronted the thief, who in turn admitted his crime. The ruler then commanded the thief to return the stolen lectern to Däbrä Zämäddo, accompanied by Täklä Haymanot as an escort. When the two came to the land of Wäsan |sp|, the thief attempted to flee. But Täklä Haymanot threw his spear at the thief’s legs, and the man fell down. Täklä Haymanot then brought the thief before Abunä Ṣama Iyyäsus |sp|. The people wanted to execute or maim the thief, but the abbot decided to let him go so that the Virgin Mary could do with him as she wished."
1040,"King Lalibäla |sp| was the godfather of his brother’s son. When the child was three, Lalibäla separated him from his mother’s bosom and took him into his care. After this, the child stopped eating anything except for earth, which he only consumed on the Sabbath. The people of the country thought the boy looked healthy and beautiful, so they assumed he ate and drank whatever he wanted. Only Lalibäla knew of his godson’s secret fasting. One day, while the boy was sleeping near his spiritual father, Lalibäla noticed a goat tether tied around his waist. Seeing this, and reflecting on his godson’s torment, Lalibäla began to weep. At that moment the Virgin Mary appeared and spoke to Lalibäla. She explained that righteous individuals like his godson find the Kingdom of Heaven by refusing to be subservient to food and drink. Comforted by Mary’s words, Lalibäla abandoned his sorrow."
1041,"When Näʾakkwǝto Läʾab |sp| was a child, the Virgin Mary came to him and shared a prophecy about his future. According to this prophecy, his father, King Lalibäla, would give him the kingship then take it back again. Mary encouraged Näʾakkwǝto Läʾab to avoid anger and remain patient, as his father would eventually return the kingship to him. She then told him that once he became king he would go hunting in the country of Dänsa, where he would witness a white partridge enter a grotto. She explained that he must follow the partridge, catch it, and slaughter it. He must then sprinkle its blood in the grotto, bury its body there, and build a church in her name on the site. Everything that Mary prophesied came to pass, and Näʾakkwǝto Läʾab followed her instructions closely. The Son of Mary then sent a message to Näʾakkwǝto Läʾab declaring that his wife would be blessed with a child. Näʾakkwǝto Läʾab worried about losing his priesthood, and his wife worried about losing her virginity. But Mary reassured him that he would not lose his priesthood and that his wife would not lose her virginity."
1042,"There was a monk named Bäkwrä Ṣǝyon |sp| who planned to take hermitage with four other monks. These monks were familiar with a story that told of how Mary fled from Egypt and went to Ethiopia, where she stayed in a cell for seven months with her Son and Joseph. Inspired by Mary, Bäkwrä Ṣǝyon and the other monks planned to live in this same cell for five years. They had no food and no company, since the cell was in the desert. After five years of toil, the enemy (i.e., Satan) influenced some of the monks to consider leaving. But Bäkwrä Ṣǝyon declared that he would wait in the cell until he received Mary’s blessing. The other monks set off into the desert. The next morning Mary appeared in the cell and told Bäkwrä Ṣǝyon he must go to King Lalibäla’s country, for his grave would be located there. He followed Mary’s instructions, and when he died he was buried in the church of Mädḫane ʿAläm |sp|. Meanwhile, the other monks searched the desert for a miracle, but in vain."
1043,"King Zärʾa Yaʿǝqob |sp| entered a church that was built for the Virgin Mary. As he stood before her tabot to pray, he leaned against a column. Upset with his disrespectful behavior, Mary admonished the king with the words: “Do not press on me!” Mary, who possesses the power to speak through objects, went on to explain why it was disrespectful to lean against walls or columns in church. This story of Mary rebuking Zärʾa Yaʿǝqob clarifies why Lalibäla avoided using columns in any of the ten churches he constructed during his reign as king."
1044,"One night, an enemy pretended to be a boy who lived in Qwǝrbanä’s |sp| household. The enemy was actually an Arämi |sp|, and he convinced Qwǝrbanä to go to the church for the New Year. The enemy led Qwǝrbanä by torchlight. While they were walking, they came upon a fork in the path. Qwǝrbanä suggested taking the path on the right, but the enemy did not want people to see them, so he insisted on going to the left and entering the shrine by the betä lǝḥem |sp| (""house of bread;"" i.e., the building where the Eucharist is prepared. When they stood above the church, Qwǝrbanä realized that the enemy’s presence had caused him to forget how to recite the Mystagogia |sp|. He tried to say the words, but the enemy struck him with an iron stick and threw him into the water that coursed down to the church. Qwǝrbanä was swept away by the water, and his body slammed down next to the church with a loud crash audible to the monks in the shrine. Just then the Virgin Mary appeared. She told Qwǝrbanä not to worry, then touched his body and healed him of the injuries caused by his fall."
1045,"There was a group of loyal Christians who lived in Däbrä Zämäddo |sp|. They knew of nothing except prayer and worship. Neither the men nor the women knew how to do any manual labor, and they would not search for food and clothes. They contemplated leaving at times, but they always agreed that it would be better for them to die in Däbrä Zämäddo than to leave. The Virgin Mary appreciated their determination and loyalty, so she called to them with her own voice. She told the people of Däbrä Zämäddo that “both market places are not to be found,” and she repeated that phrase several times. The people of Däbrä Zämäddo comprehended the meaning of the phrase. They embraced their poverty and fasted in Mary’s honor."
1046,"During the time when Fäqadä Krǝstos |sp| served as abbot, there was a period when animals wreaked havoc in the chapel of Täklä Haymanot |sp|. Every night the priests and monks would close the chapel doors, and in the morning they would remain closed. But inside, they would find that a tomb had been opened, and that the human remains had been taken away to be eaten. A monk named Säfane Krǝstos |sp| informed his brothers that he had recently seen a leopard leave the shrine and leap over Täklä Haymanot. Abunä Fäqadä Krǝstos decided that the entire community should pray for Mary to help relieve their distress. He recited the prayer “Sälamä Gabrǝʾel mälʾak” |sp|, and he instructed the community to continue reciting it for seven days. On the third day of prayer, the people saw the leopard walking around the church. And on the fourth day, the monks found the leopard dead inside the chapel of Ignatius."
1047,"In Śǝmrätä Ab |sp| there lived a woman named Wälättä Nǝgǝśt |sp|, who loved the Virgin Mary and loyally attended a church built in her name. One day Wälättä Nǝgǝśt told Mary that she needed to move to another country. She asked Mary to accompany her on this journey and keep her safe. Unbeknownst to Wälättä Nǝgǝśt, the new country was located right next to an Arämi community. A few days after she arrived she went out to work the harvest in the farm fields. As she and other Christians were harvesting, the Arämi came. The others fled, but Wälättä Nǝgǝśt could not run, so she remained with her cattle. The Arämi took the cows as booty, but when they tried to take Wälättä Nǝgǝśt captive as well, Mary prevented them. The Arämi repeatedly returned to the field to capture Wälättä Nǝgǝśt, but they never succeeded and finally gave up. Thus was Wälättä Nǝgǝśt safe in her new country, and when she eventually returned to Śǝmrätä Ab she told the people there all about what Mary had done for her."
1048,"When Wäldä Yoḥannǝs |sp| (later known as Abunä Sinodos |sp|) was named the new keeper of the law at Däbrä Zämäddo |sp|, he noticed that water poured into the grotto and endangered the church. He decided to pave the mouth of the grotto and divert the water’s flow, and he went in search of materials for this purpose. Some people informed him of a large hab tree standing on top of the mountain, so he went there to cut it down. But when Wäldä Yoḥannǝs arrived, people had gathered there to tell him that he would have to kill them first if he wanted to fell the tree. In sadness he returned home, where he prayed to the Virgin Mary. He said the people of the country were crooked, and he wondered why they would not let the tree be cut down to benefit Mary’s church. Mary heard Wäldä Yoḥannǝs’s words, and she spent three days in silence. After observing the people’s stubbornness and lack of humility she split the tree into three parts. With the tree destroyed, the people allowed Wäldä Yoḥannǝs to use the wood. Mary moved the tree from the mountaintop to the grotto. But Wäldä Yoḥannǝs realized that the wood pieces were unusable, as they had not been cut peacefully."
1049,"In Śǝmrätä Ab |sp| there was a woman who loved the Virgin Mary and worked at her church. The clergy gave this woman a support stick, which they called “the stick of the woman.” The woman wanted to go to the place of the saints to pray, and she asked Mary for a sign that she should go. The next day she found her stick outside the church. She asked those in the clergy if they had moved it, and they said they had not. It happened again the next day, and the clergy again said they had not moved it. The woman took a priest aside and told him about her desire to go to the place of the saints. He told her to take her stick and go where she intended. When the woman arrived there, Mary appeared to her. She said there were two distressed people in that country, and that the woman must tell them that Mary would mitigate their distress. The woman did as Mary instructed, but the two distressed people were skeptical. Soon after, Mary appeared before one of these people and, after commanding him to believe what the woman had told him, she relieved his distress."
66,"A priest named John, who lived in the monastery of Saint Macarius, received frequent visits from the Virgin Mary. One day John was in his cell with two other monks, when he saw a bright light. He witnessed an image of Mary with wings like an eagle. She spread her wings over John, and the other monks were filled with wonder."
69,"King Mareqos |sp| ruled over Romeya |sp| (Rome) for ten years in peace and purity. He was a virgin who abstained both from women and from evil thoughts, and his people loved him endlessly. But one day they came to him and made a request. They wanted him to marry a woman so that their kingdom could be stronger. King Mareqos was troubled and told them that he would have to pray on the matter. He went before an icon of the Virgin Mary to profess his uncertainty about taking a wife. When King Mareqos finished speaking, the icon emitted a bright light and Mary spoke. She told him to remain firm in his resolve to retain his virginity and to go the desert, where he could live in the monastery of Tormâq |sp| and become one of her sons. After Mary finished speaking, King Mareqos left the palace disguised in rags and was never seen there again."
70,"Following the abrupt departure of King Mareqos |sp|, the people of Romeya |sp| (Rome) tried to locate him, but they only found his royal garb, his crown, and a letter. They took the letter to patriarch, Abbâ Dionysius |sp|, and presented it to him. The patriarch told the people to leave him and return the next day. When they left, Abbâ Dionysius prayed for the Virgin Mary to reveal King Mareqos’s whereabouts. Mary advised him not to look for the king, since he had gone in search of the Kingdom of Heaven. But she also promised that God would soon install a worthy new leader named Jeremiah. Abbâ Dionysius related this information to the people of Romeya, and they rejoiced."
74,"The wife of a pagan official came to Rome on the night of the Resurrection and wanted to pray at the Holy Sepulcher. As the woman approached the tomb, the Virgin Mary appeared and prevented her from entering, stating that she was a heretic who was not wholly faithful. Immediately upon hearing Mary’s words, the woman’s faith became complete, and she received the body and blood of Christ. The woman then freely entered the tomb."
80,"In the year 1112, monks traveled to the monastery of Qʷəsqʷam |sp| for the week of the Passion. Abbâ Gabriel, recently appointed bishop at Qousyâ |sp|, was traveling from Cairo when he crossed paths with the monks. The monks invited him to celebrate Holy Week with them, and he agreed. Upon arrival, Gabriel climbed to the chapel and remained there from Monday to Thursday with no food or drink. Abbâ Michael, the abbot at v, asked Gabriel to descend and wash the feet of the poor, but Gabriel insisted on remaining. Just then, the Virgin Mary appeared above the altar and gestured for Gabriel to descend. Mary remained visible to all until Gabriel had washed the feet of all the poor. Gabriel then returned to the chapel and remained there until Easter, when the monks came and asked him to give the people Communion. Gabriel worried that the patriarch would be upset to learn of how he had remained in Däbrä Qʷəsqʷam without permission, but the monks dispelled his fears and he descended. At the moment of the consecration, Mary appeared to Gabriel and promised him eternal life. Gabriel then returned to the chapel, and when Abbâ Michael opened the door the next morning, he found Gabriel prostrated before an icon of Mary, dead. The monks buried him, and his tomb remains famous."
81,"In the year 1038, Abbâ John went with a group of monks to the monastery of Saint Anthony in Manfalout |sp|. John suggested they go to Däbrä Qʷəsqʷam |sp| to celebrate the Feast of the Twelve Apostles on the fifth day of Ḥamle. The day after they arrived, a Muslim named Katib |sp| came and demanded Abbâ Gabriel to give him fifty dinars. When Gabriel responded that the monastery had no money, Katib struck the abbot in the head with a stick. Abbâ John chastised Katib for his shameful actions, and the Muslim departed in anger. On his way, Katib stole five camels loaded with wheat, as well as five cows full of milk. Abbâ Gabriel told Abbâ John they should pray to the Virgin Mary for her help. That night, those in the monastery saw a fire burning in the distance. The next morning a man arrived at Däbrä Qʷəsqʷam with the stolen camels and cows in tow. Abbâ Gabriel asked what had happened, and the man explained that he and his neighbors had all woken with the idea of killing their enemy, Katib. They set fire to the Muslim man’s home, killing him and his entire family. Then a woman’s voice informed them that the livestock belonged to Däbrä Qʷəsqʷam. They knew the voice belonged to the Virgin Mary."
